mes,pais_orig_cod,pais_orig,mun_dest_cod,mun_dest,turistas,CMUN,Target,is_train
2020-12,000,Total,28072,Hoyo de Manzanares,192,072,192,TRUE
2022-06,230,Mauritania,28079,Madrid,72,079,72,TRUE
2021-07,110,Francia,28044,Colmenarejo,68,044,68,TRUE
2021-03,010,Total Europa,28151,Torrelaguna,84,151,84,TRUE
2020-08,000,Total,28012,Anchuelo,51,012,51,TRUE
2022-02,128,Rumania,28058,Fuenlabrada,31,058,31,TRUE
2020-11,000,Total,28085,Miraflores de la Sierra,135,085,135,TRUE
2020-11,011,Total Unión Europea,28172,Villalbilla,268,172,268,TRUE
2020-11,000,Total,28011,Ambite,48,011,48,TRUE
2021-07,132,Suiza,28115,Pozuelo de Alarcón,96,115,96,TRUE
2022-01,011,Total Unión Europea,28136,Santorcaz,55,136,55,TRUE
2020-11,110,Francia,28149,Torrejón de la Calzada,41,149,41,TRUE
2021-11,126,Alemania,28079,Madrid,19746,079,19746,TRUE
2019-07,115,Italia,28176,Villanueva de la Cañada,155,176,155,TRUE
2019-10,011,Total Unión Europea,28123,Rivas-Vaciamadrid,1928,123,1928,TRUE
2022-08,030,Total América,28090,Moralzarzal,52,090,52,TRUE
2022-02,030,Total América,28106,Parla,126,106,126,TRUE
2021-08,110,Francia,28159,Valdemaqueda,36,159,36,TRUE
2020-07,122,Polonia,28058,Fuenlabrada,66,058,66,TRUE
2019-10,010,Total Europa,28086,"Molar, El",390,086,390,TRUE
2019-08,110,Francia,28065,Getafe,1150,065,1150,TRUE
2022-05,033,Total Sudamérica,28161,Valdemoro,111,161,111,TRUE
2021-05,122,Polonia,28161,Valdemoro,56,161,56,TRUE
2019-08,010,Total Europa,28171,Villa del Prado,230,171,230,TRUE
2020-12,123,Portugal,28014,Arganda del Rey,46,014,46,TRUE
2021-01,030,Total América,28113,Pinto,45,113,45,TRUE
2019-12,020,Total África,28092,Móstoles,370,092,370,TRUE
2019-12,128,Rumania,28074,Leganés,105,074,105,TRUE
2020-03,131,Suecia,28130,San Fernando de Henares,158,130,158,TRUE
2022-10,010,Total Europa,28903,Tres Cantos,1800,903,1800,TRUE
2020-09,011,Total Unión Europea,28047,Collado Villalba,1035,047,1035,TRUE
2022-02,011,Total Unión Europea,28171,Villa del Prado,110,171,110,TRUE
2022-08,126,Alemania,28172,Villalbilla,46,172,46,TRUE
2021-02,126,Alemania,28013,Aranjuez,172,013,172,TRUE
2019-07,302,EE.UU.,28007,Alcorcón,164,007,164,TRUE
2021-08,408,Emiratos arabes unidos,28079,Madrid,1048,079,1048,TRUE
2020-08,040,Total Asia,28005,Alcalá de Henares,126,005,126,TRUE
2020-12,030,Total América,28040,Ciempozuelos,37,040,37,TRUE
2020-01,115,Italia,28104,Paracuellos de Jarama,323,104,323,TRUE
2019-12,125,Reino Unido,28014,Arganda del Rey,131,014,131,TRUE
2020-10,123,Portugal,28148,Torrejón de Ardoz,57,148,57,TRUE
2022-02,030,Total América,28049,Coslada,259,049,259,TRUE
2020-09,110,Francia,28080,Majadahonda,533,080,533,TRUE
2020-04,110,Francia,28040,Ciempozuelos,101,040,101,TRUE
2019-08,125,Reino Unido,28065,Getafe,425,065,425,TRUE
2020-05,030,Total América,28127,"Rozas de Madrid, Las",160,127,160,TRUE
2021-10,000,Total,28159,Valdemaqueda,59,159,59,TRUE
2021-08,302,EE.UU.,28092,Móstoles,79,092,79,TRUE
2019-08,031,Total América del Norte,28106,Parla,87,106,87,TRUE
2020-12,011,Total Unión Europea,28095,Navalagamella,36,095,36,TRUE
2022-03,107,Dinamarca,28123,Rivas-Vaciamadrid,71,123,71,TRUE
2020-06,125,Reino Unido,28074,Leganés,78,074,78,TRUE
2022-03,125,Reino Unido,28104,Paracuellos de Jarama,55,104,55,TRUE
2022-01,115,Italia,28123,Rivas-Vaciamadrid,72,123,72,TRUE
2022-03,102,Austria,28080,Majadahonda,426,080,426,TRUE
2019-08,000,Total,28107,Patones,43,107,43,TRUE
2020-10,115,Italia,28013,Aranjuez,89,013,89,TRUE
2019-07,104,Bulgaria,28005,Alcalá de Henares,104,005,104,TRUE
2021-01,102,Austria,28181,Villaviciosa de Odón,33,181,33,TRUE
2020-01,031,Total América del Norte,28045,Colmenar Viejo,93,045,93,TRUE
2020-05,117,Luxemburgo,28005,Alcalá de Henares,96,005,96,TRUE
2022-10,132,Suiza,28176,Villanueva de la Cañada,47,176,47,TRUE
2019-09,126,Alemania,28176,Villanueva de la Cañada,52,176,52,TRUE
2021-09,342,Brasil,28006,Alcobendas,36,006,36,TRUE
2021-06,121,Países Bajos,28035,Carabaña,41,035,41,TRUE
2022-06,010,Total Europa,28044,Colmenarejo,230,044,230,TRUE
2021-04,010,Total Europa,28033,Campo Real,106,033,106,TRUE
2019-12,142,Lituania,28130,San Fernando de Henares,42,130,42,TRUE
2020-11,011,Total Unión Europea,28040,Ciempozuelos,1062,040,1062,TRUE
2019-07,125,Reino Unido,28084,Mejorada del Campo,34,084,34,TRUE
2021-11,030,Total América,28176,Villanueva de la Cañada,53,176,53,TRUE
2022-08,000,Total,28111,Pezuela de las Torres,187,111,187,TRUE
2019-10,011,Total Unión Europea,28151,Torrelaguna,107,151,107,TRUE
2021-08,010,Total Europa,28903,Tres Cantos,1313,903,1313,TRUE
2020-12,131,Suecia,28049,Coslada,242,049,242,TRUE
2020-01,033,Total Sudamérica,28005,Alcalá de Henares,316,005,316,TRUE
2019-10,010,Total Europa,28151,Torrelaguna,131,151,131,TRUE
2021-05,000,Total,28083,Meco,249,083,249,TRUE
2020-06,228,Marruecos,28092,Móstoles,68,092,68,TRUE
2020-11,000,Total,28150,Torrejón de Velasco,124,150,124,TRUE
2020-04,000,Total,28043,Colmenar de Oreja,59,043,59,TRUE
2020-09,121,Países Bajos,28903,Tres Cantos,277,903,277,TRUE
2021-09,011,Total Unión Europea,28100,Nuevo Baztán,97,100,97,TRUE
2020-04,110,Francia,28113,Pinto,230,113,230,TRUE
2021-03,010,Total Europa,28134,San Sebastián de los Reyes,2163,134,2163,TRUE
2021-06,010,Total Europa,28141,Sevilla la Nueva,56,141,56,TRUE
2022-08,040,Total Asia,28080,Majadahonda,89,080,89,TRUE
2022-07,123,Portugal,28005,Alcalá de Henares,289,005,289,TRUE
2020-01,033,Total Sudamérica,28058,Fuenlabrada,155,058,155,TRUE
2020-02,010,Total Europa,28050,Cubas de la Sagra,103,050,103,TRUE
2022-07,030,Total América,28113,Pinto,225,113,225,TRUE
2021-11,135,Ucrania,28079,Madrid,1539,079,1539,TRUE
2019-07,102,Austria,28065,Getafe,314,065,314,TRUE
2022-05,000,Total,28044,Colmenarejo,261,044,261,TRUE
2021-05,010,Total Europa,28049,Coslada,1384,049,1384,TRUE
2020-05,040,Total Asia,28005,Alcalá de Henares,139,005,139,TRUE
2020-04,000,Total,28074,Leganés,1910,074,1910,TRUE
2020-03,126,Alemania,28045,Colmenar Viejo,143,045,143,TRUE
2022-10,011,Total Unión Europea,28087,"Molinos, Los",82,087,82,TRUE
2022-03,000,Total,28144,Soto del Real,195,144,195,TRUE
2021-08,302,EE.UU.,28134,San Sebastián de los Reyes,147,134,147,TRUE
2020-07,302,EE.UU.,28058,Fuenlabrada,55,058,55,TRUE
2021-01,107,Dinamarca,28134,San Sebastián de los Reyes,69,134,69,TRUE
2020-10,126,Alemania,28092,Móstoles,231,092,231,TRUE
2020-02,010,Total Europa,28074,Leganés,3522,074,3522,TRUE
2019-09,011,Total Unión Europea,28013,Aranjuez,1419,013,1419,TRUE
2020-07,437,Vietnan,28079,Madrid,42,079,42,TRUE
2021-11,121,Países Bajos,28033,Campo Real,51,033,51,TRUE
2021-10,040,Total Asia,28006,Alcobendas,229,006,229,TRUE
2022-01,000,Total,28010,Alpedrete,180,010,180,TRUE
2022-03,343,Colombia,28005,Alcalá de Henares,151,005,151,TRUE
2021-07,123,Portugal,28123,Rivas-Vaciamadrid,56,123,56,TRUE
2020-03,121,Países Bajos,28151,Torrelaguna,52,151,52,TRUE
2022-07,010,Total Europa,28140,Serranillos del Valle,93,140,93,TRUE
2020-05,102,Austria,28079,Madrid,574,079,574,TRUE
2021-10,000,Total,28154,Torres de la Alameda,568,154,568,TRUE
2019-07,110,Francia,28053,Daganzo de Arriba,44,053,44,TRUE
2021-08,000,Total,28010,Alpedrete,188,010,188,TRUE
2019-10,011,Total Unión Europea,28161,Valdemoro,5880,161,5880,TRUE
2020-02,430,Republica de corea - corea del sur,28058,Fuenlabrada,57,058,57,TRUE
2020-09,123,Portugal,28115,Pozuelo de Alarcón,50,115,50,TRUE
2019-11,123,Portugal,28079,Madrid,17953,079,17953,TRUE
2019-10,126,Alemania,28134,San Sebastián de los Reyes,544,134,544,TRUE
2020-10,126,Alemania,28005,Alcalá de Henares,550,005,550,TRUE
2022-05,033,Total Sudamérica,28148,Torrejón de Ardoz,256,148,256,TRUE
2020-02,350,Uruguay,28079,Madrid,2638,079,2638,TRUE
2020-06,131,Suecia,28903,Tres Cantos,79,903,79,TRUE
2019-12,102,Austria,28047,Collado Villalba,88,047,88,TRUE
2019-12,011,Total Unión Europea,28180,Villarejo de Salvanés,145,180,145,TRUE
2022-07,408,Emiratos arabes unidos,28079,Madrid,1638,079,1638,TRUE
2021-05,115,Italia,28007,Alcorcón,57,007,57,TRUE
2021-12,011,Total Unión Europea,28108,Pedrezuela,63,108,63,TRUE
2019-07,128,Rumania,28134,San Sebastián de los Reyes,48,134,48,TRUE
2020-07,010,Total Europa,28164,Valdetorres de Jarama,54,164,54,TRUE
2021-11,031,Total América del Norte,28152,Torrelodones,71,152,71,TRUE
2022-03,122,Polonia,28006,Alcobendas,76,006,76,TRUE
2022-06,033,Total Sudamérica,28134,San Sebastián de los Reyes,366,134,366,TRUE
2020-12,115,Italia,28065,Getafe,190,065,190,TRUE
2021-03,000,Total,28066,Griñón,173,066,173,TRUE
2021-05,011,Total Unión Europea,28143,Somosierra,34,143,34,TRUE
2022-08,126,Alemania,28015,Arroyomolinos,52,015,52,TRUE
2022-09,011,Total Unión Europea,28116,Pozuelo del Rey,62,116,62,TRUE
2022-04,125,Reino Unido,28058,Fuenlabrada,197,058,197,TRUE
2022-06,416,Jordania,28079,Madrid,112,079,112,TRUE
2020-09,010,Total Europa,28130,San Fernando de Henares,1508,130,1508,TRUE
2022-09,115,Italia,28009,Algete,30,009,30,TRUE
2022-08,011,Total Unión Europea,28058,Fuenlabrada,2707,058,2707,TRUE
2020-02,010,Total Europa,28060,Fuentidueña de Tajo,64,060,64,TRUE
2021-04,000,Total,28006,Alcobendas,3142,006,3142,TRUE
2019-11,110,Francia,28180,Villarejo de Salvanés,47,180,47,TRUE
2020-01,125,Reino Unido,28075,Loeches,38,075,38,TRUE
2019-08,110,Francia,28067,Guadalix de la Sierra,48,067,48,TRUE
2021-10,128,Rumania,28134,San Sebastián de los Reyes,44,134,44,TRUE
2020-01,033,Total Sudamérica,28152,Torrelodones,45,152,45,TRUE
2020-07,126,Alemania,28049,Coslada,258,049,258,TRUE
2021-07,010,Total Europa,28165,Valdilecha,46,165,46,TRUE
2021-12,131,Suecia,28104,Paracuellos de Jarama,35,104,35,TRUE
2019-10,121,Países Bajos,28002,Ajalvir,35,002,35,TRUE
2022-10,323,Nicaragua,28079,Madrid,419,079,419,TRUE
2020-12,107,Dinamarca,28049,Coslada,37,049,37,TRUE
2021-09,345,Ecuador,28079,Madrid,823,079,823,TRUE
2022-04,110,Francia,28052,Chinchón,82,052,82,TRUE
2022-06,121,Países Bajos,28013,Aranjuez,313,013,313,TRUE
2022-09,030,Total América,28047,Collado Villalba,346,047,346,TRUE
2022-05,011,Total Unión Europea,28049,Coslada,1792,049,1792,TRUE
2021-08,000,Total,28040,Ciempozuelos,710,040,710,TRUE
2022-06,030,Total América,28152,Torrelodones,132,152,132,TRUE
2019-07,117,Luxemburgo,28049,Coslada,33,049,33,TRUE
2019-12,125,Reino Unido,28082,Manzanares el Real,46,082,46,TRUE
2021-11,110,Francia,28047,Collado Villalba,346,047,346,TRUE
2022-06,010,Total Europa,28091,Morata de Tajuña,74,091,74,TRUE
2020-08,122,Polonia,28106,Parla,97,106,97,TRUE
2020-04,033,Total Sudamérica,28080,Majadahonda,41,080,41,TRUE
2022-09,030,Total América,28106,Parla,295,106,295,TRUE
2019-12,011,Total Unión Europea,28066,Griñón,109,066,109,TRUE
2019-09,010,Total Europa,28166,Valverde de Alcalá,30,166,30,TRUE
2022-04,110,Francia,28111,Pezuela de las Torres,42,111,42,TRUE
2022-02,011,Total Unión Europea,28035,Carabaña,56,035,56,TRUE
2019-09,125,Reino Unido,28073,Humanes de Madrid,38,073,38,TRUE
2022-10,000,Total,28132,San Martín de la Vega,462,132,462,TRUE
2019-11,123,Portugal,28181,Villaviciosa de Odón,51,181,51,TRUE
2022-01,126,Alemania,28045,Colmenar Viejo,104,045,104,TRUE
2021-11,032,Total Centroamérica y Caribe,28079,Madrid,3595,079,3595,TRUE
2021-01,103,Bélgica,28115,Pozuelo de Alarcón,55,115,55,TRUE
2021-04,131,Suecia,28115,Pozuelo de Alarcón,61,115,61,TRUE
2019-12,117,Luxemburgo,28176,Villanueva de la Cañada,32,176,32,TRUE
2019-10,020,Total África,28130,San Fernando de Henares,48,130,48,TRUE
2022-03,126,Alemania,28002,Ajalvir,35,002,35,TRUE
2019-08,033,Total Sudamérica,28130,San Fernando de Henares,185,130,185,TRUE
2020-11,123,Portugal,28022,Boadilla del Monte,39,022,39,TRUE
2022-05,158,Montenegro,28079,Madrid,55,079,55,TRUE
2021-12,228,Marruecos,28079,Madrid,805,079,805,TRUE
2020-08,121,Países Bajos,28009,Algete,76,009,76,TRUE
2021-10,425,Oman,28079,Madrid,121,079,121,TRUE
2021-01,122,Polonia,28137,"Santos de la Humosa, Los",33,137,33,TRUE
2022-09,110,Francia,28106,Parla,537,106,537,TRUE
2022-03,011,Total Unión Europea,28164,Valdetorres de Jarama,103,164,103,TRUE
2021-06,302,EE.UU.,28006,Alcobendas,171,006,171,TRUE
2021-07,011,Total Unión Europea,28054,"Escorial, El",564,054,564,TRUE
2022-09,020,Total África,28079,Madrid,7170,079,7170,TRUE
2020-08,011,Total Unión Europea,28165,Valdilecha,70,165,70,TRUE
2019-12,110,Francia,28014,Arganda del Rey,401,014,401,TRUE
2020-11,126,Alemania,28045,Colmenar Viejo,160,045,160,TRUE
2022-01,011,Total Unión Europea,28061,Galapagar,950,061,950,TRUE
2021-05,000,Total,28070,Horcajo de la Sierra-Aoslos,38,070,38,TRUE
2022-06,107,Dinamarca,28015,Arroyomolinos,44,015,44,TRUE
2022-09,030,Total América,28074,Leganés,586,074,586,TRUE
2021-07,111,Grecia,28079,Madrid,783,079,783,TRUE
2022-07,010,Total Europa,28903,Tres Cantos,1599,903,1599,TRUE
2020-04,142,Lituania,28005,Alcalá de Henares,52,005,52,TRUE
2021-02,010,Total Europa,28040,Ciempozuelos,379,040,379,TRUE
2022-09,030,Total América,28115,Pozuelo de Alarcón,1064,115,1064,TRUE
2021-11,011,Total Unión Europea,28049,Coslada,1692,049,1692,TRUE
2020-02,125,Reino Unido,28009,Algete,53,009,53,TRUE
2021-06,123,Portugal,28006,Alcobendas,233,006,233,TRUE
2022-05,125,Reino Unido,28080,Majadahonda,321,080,321,TRUE
2019-12,128,Rumania,28040,Ciempozuelos,30,040,30,TRUE
2020-03,000,Total,28019,Belmonte de Tajo,50,019,50,TRUE
2020-09,123,Portugal,28014,Arganda del Rey,36,014,36,TRUE
2021-11,107,Dinamarca,28123,Rivas-Vaciamadrid,54,123,54,TRUE
2021-09,113,Irlanda,28065,Getafe,54,065,54,TRUE
2021-04,121,Países Bajos,28009,Algete,63,009,63,TRUE
2020-05,115,Italia,28130,San Fernando de Henares,77,130,77,TRUE
2019-11,010,Total Europa,28065,Getafe,5908,065,5908,TRUE
2022-02,117,Luxemburgo,28134,San Sebastián de los Reyes,49,134,49,TRUE
2020-12,010,Total Europa,28902,Puentes Viejas,41,902,41,TRUE
2020-06,011,Total Unión Europea,28079,Madrid,43529,079,43529,TRUE
2020-08,126,Alemania,28130,San Fernando de Henares,253,130,253,TRUE
2022-09,113,Irlanda,28903,Tres Cantos,39,903,39,TRUE
2022-02,121,Países Bajos,28095,Navalagamella,32,095,32,TRUE
2021-05,121,Países Bajos,28123,Rivas-Vaciamadrid,285,123,285,TRUE
2022-04,011,Total Unión Europea,28145,Talamanca de Jarama,169,145,169,TRUE
2022-09,125,Reino Unido,28054,"Escorial, El",52,054,52,TRUE
2021-11,302,EE.UU.,28104,Paracuellos de Jarama,55,104,55,TRUE
2021-09,011,Total Unión Europea,28150,Torrejón de Velasco,250,150,250,TRUE
2022-03,112,Hungria,28013,Aranjuez,41,013,41,TRUE
2020-01,010,Total Europa,28030,"Cabrera, La",232,030,232,TRUE
2021-06,121,Países Bajos,28120,Rascafría,76,120,76,TRUE
2019-10,020,Total África,28040,Ciempozuelos,40,040,40,TRUE
2020-05,010,Total Europa,28043,Colmenar de Oreja,73,043,73,TRUE
2022-09,010,Total Europa,28061,Galapagar,1162,061,1162,TRUE
2020-04,351,Venezuela,28079,Madrid,591,079,591,TRUE
2022-07,156,Macedonia,28079,Madrid,49,079,49,TRUE
2021-11,033,Total Sudamérica,28080,Majadahonda,136,080,136,TRUE
2021-11,409,Filipinas,28079,Madrid,460,079,460,TRUE
2020-09,011,Total Unión Europea,28162,Valdeolmos-Alalpardo,103,162,103,TRUE
2020-12,131,Suecia,28013,Aranjuez,104,013,104,TRUE
2020-11,126,Alemania,28123,Rivas-Vaciamadrid,131,123,131,TRUE
2022-01,030,Total América,28047,Collado Villalba,115,047,115,TRUE
2020-02,010,Total Europa,28154,Torres de la Alameda,242,154,242,TRUE
2022-09,122,Polonia,28007,Alcorcón,104,007,104,TRUE
2019-08,011,Total Unión Europea,28167,Velilla de San Antonio,247,167,247,TRUE
2021-07,031,Total América del Norte,28005,Alcalá de Henares,323,005,323,TRUE
2019-09,010,Total Europa,28015,Arroyomolinos,610,015,610,TRUE
2022-10,321,Honduras,28079,Madrid,970,079,970,TRUE
2020-04,010,Total Europa,28053,Daganzo de Arriba,154,053,154,TRUE
2020-07,125,Reino Unido,28104,Paracuellos de Jarama,30,104,30,TRUE
2021-09,348,Peru,28007,Alcorcón,39,007,39,TRUE
2020-10,000,Total,28147,Titulcia,39,147,39,TRUE
2020-02,131,Suecia,28022,Boadilla del Monte,79,022,79,TRUE
2021-08,131,Suecia,28075,Loeches,45,075,45,TRUE
2022-10,343,Colombia,28104,Paracuellos de Jarama,57,104,57,TRUE
2022-04,104,Bulgaria,28005,Alcalá de Henares,95,005,95,TRUE
2020-05,110,Francia,28084,Mejorada del Campo,91,084,91,TRUE
2019-08,340,Argentina,28104,Paracuellos de Jarama,77,104,77,TRUE
2022-10,126,Alemania,28180,Villarejo de Salvanés,33,180,33,TRUE
2020-07,107,Dinamarca,28058,Fuenlabrada,87,058,87,TRUE
2019-12,110,Francia,28004,"Álamo, El",36,004,36,TRUE
2021-08,131,Suecia,28148,Torrejón de Ardoz,100,148,100,TRUE
2021-01,121,Países Bajos,28065,Getafe,667,065,667,TRUE
2021-08,144,Eslovaquia,28079,Madrid,222,079,222,TRUE
2022-06,302,EE.UU.,28007,Alcorcón,193,007,193,TRUE
2022-05,131,Suecia,28127,"Rozas de Madrid, Las",61,127,61,TRUE
2022-09,122,Polonia,28045,Colmenar Viejo,48,045,48,TRUE
2021-07,011,Total Unión Europea,28037,Cenicientos,131,037,131,TRUE
2020-11,302,EE.UU.,28181,Villaviciosa de Odón,31,181,31,TRUE
2020-02,131,Suecia,28123,Rivas-Vaciamadrid,92,123,92,TRUE
2021-09,011,Total Unión Europea,28007,Alcorcón,2722,007,2722,TRUE
2021-07,040,Total Asia,28065,Getafe,236,065,236,TRUE
2020-09,117,Luxemburgo,28134,San Sebastián de los Reyes,71,134,71,TRUE
2022-10,000,Total,28014,Arganda del Rey,2318,014,2318,TRUE
2020-02,115,Italia,28092,Móstoles,110,092,110,TRUE
2020-01,110,Francia,28068,Guadarrama,108,068,108,TRUE
2022-03,220,Guinea ecuatorial,28079,Madrid,87,079,87,TRUE
2022-02,011,Total Unión Europea,28005,Alcalá de Henares,5191,005,5191,TRUE
2021-03,000,Total,28110,Perales de Tajuña,120,110,120,TRUE
2021-10,123,Portugal,28068,Guadarrama,48,068,48,TRUE
2022-03,110,Francia,28145,Talamanca de Jarama,44,145,44,TRUE
2022-08,033,Total Sudamérica,28130,San Fernando de Henares,113,130,113,TRUE
2021-02,430,Republica de corea - corea del sur,28079,Madrid,77,079,77,TRUE
2022-05,123,Portugal,28058,Fuenlabrada,191,058,191,TRUE
2022-09,030,Total América,28022,Boadilla del Monte,441,022,441,TRUE
2019-09,110,Francia,28030,"Cabrera, La",63,030,63,TRUE
2022-01,109,Finlandia,28079,Madrid,723,079,723,TRUE
2021-09,121,Países Bajos,28903,Tres Cantos,350,903,350,TRUE
2021-03,123,Portugal,28148,Torrejón de Ardoz,42,148,42,TRUE
2021-08,000,Total,28082,Manzanares el Real,290,082,290,TRUE
2019-12,128,Rumania,28115,Pozuelo de Alarcón,35,115,35,TRUE
2020-04,228,Marruecos,28106,Parla,88,106,88,TRUE
2020-10,010,Total Europa,28026,Brunete,239,026,239,TRUE
2020-11,131,Suecia,28040,Ciempozuelos,160,040,160,TRUE
2022-03,228,Marruecos,28058,Fuenlabrada,127,058,127,TRUE
2022-07,040,Total Asia,28092,Móstoles,35,092,35,TRUE
2020-01,000,Total,28015,Arroyomolinos,1102,015,1102,TRUE
2022-04,121,Países Bajos,28050,Cubas de la Sagra,51,050,51,TRUE
2021-05,000,Total,28044,Colmenarejo,229,044,229,TRUE
2021-09,010,Total Europa,28108,Pedrezuela,72,108,72,TRUE
2022-10,000,Total,28015,Arroyomolinos,549,015,549,TRUE
2019-12,010,Total Europa,28100,Nuevo Baztán,99,100,99,TRUE
2021-10,132,Suiza,28049,Coslada,35,049,35,TRUE
2022-05,121,Países Bajos,28061,Galapagar,196,061,196,TRUE
2019-07,125,Reino Unido,28030,"Cabrera, La",58,030,58,TRUE
2020-03,121,Países Bajos,28129,San Agustín del Guadalix,56,129,56,TRUE
2021-12,011,Total Unión Europea,28168,"Vellón, El",91,168,91,TRUE
2021-06,040,Total Asia,28015,Arroyomolinos,41,015,41,TRUE
2022-03,000,Total,28013,Aranjuez,1821,013,1821,TRUE
2020-03,147,Eslovenia,28079,Madrid,212,079,212,TRUE
2021-07,011,Total Unión Europea,28150,Torrejón de Velasco,244,150,244,TRUE
2021-08,128,Rumania,28007,Alcorcón,45,007,45,TRUE
2022-03,121,Países Bajos,28022,Boadilla del Monte,624,022,624,TRUE
2021-11,000,Total,28159,Valdemaqueda,35,159,35,TRUE
2022-04,121,Países Bajos,28026,Brunete,186,026,186,TRUE
2021-11,000,Total,28901,Lozoyuela-Navas-Sieteiglesias,71,901,71,TRUE
2020-06,121,Países Bajos,28127,"Rozas de Madrid, Las",712,127,712,TRUE
2022-04,122,Polonia,28134,San Sebastián de los Reyes,66,134,66,TRUE
2021-09,102,Austria,28045,Colmenar Viejo,104,045,104,TRUE
2019-12,147,Eslovenia,28079,Madrid,302,079,302,TRUE
2021-02,000,Total,28146,Tielmes,43,146,43,TRUE
2022-05,125,Reino Unido,28106,Parla,167,106,167,TRUE
2019-12,123,Portugal,28181,Villaviciosa de Odón,63,181,63,TRUE
2019-11,010,Total Europa,28079,Madrid,308081,079,308081,TRUE
2019-08,121,Países Bajos,28161,Valdemoro,273,161,273,TRUE
2021-12,103,Bélgica,28049,Coslada,61,049,61,TRUE
2019-11,000,Total,28042,Colmenar del Arroyo,39,042,39,TRUE
2021-08,010,Total Europa,28176,Villanueva de la Cañada,580,176,580,TRUE
2021-11,010,Total Europa,28130,San Fernando de Henares,2581,130,2581,TRUE
2022-06,343,Colombia,28014,Arganda del Rey,40,014,40,TRUE
2021-11,010,Total Europa,28015,Arroyomolinos,1187,015,1187,TRUE
2020-01,131,Suecia,28065,Getafe,452,065,452,TRUE
2022-06,011,Total Unión Europea,28901,Lozoyuela-Navas-Sieteiglesias,124,901,124,TRUE
2022-05,000,Total,28140,Serranillos del Valle,88,140,88,TRUE
2021-04,113,Irlanda,28005,Alcalá de Henares,73,005,73,TRUE
2022-10,121,Países Bajos,28050,Cubas de la Sagra,41,050,41,TRUE
2019-07,302,EE.UU.,28131,San Lorenzo de El Escorial,95,131,95,TRUE
2021-12,104,Bulgaria,28079,Madrid,572,079,572,TRUE
2021-03,125,Reino Unido,28104,Paracuellos de Jarama,39,104,39,TRUE
2021-12,110,Francia,28086,"Molar, El",43,086,43,TRUE
2021-09,121,Países Bajos,28113,Pinto,458,113,458,TRUE
2020-02,000,Total,28059,Fuente el Saz de Jarama,141,059,141,TRUE
2020-12,011,Total Unión Europea,28022,Boadilla del Monte,1976,022,1976,TRUE
2022-06,125,Reino Unido,28068,Guadarrama,52,068,52,TRUE
2020-01,131,Suecia,28058,Fuenlabrada,251,058,251,TRUE
2021-08,110,Francia,28176,Villanueva de la Cañada,305,176,305,TRUE
2022-06,128,Rumania,28106,Parla,58,106,58,TRUE
2020-02,131,Suecia,28007,Alcorcón,131,007,131,TRUE
2020-04,011,Total Unión Europea,28084,Mejorada del Campo,324,084,324,TRUE
2022-04,110,Francia,28903,Tres Cantos,519,903,519,TRUE
2021-06,131,Suecia,28049,Coslada,239,049,239,TRUE
2021-09,010,Total Europa,28010,Alpedrete,153,010,153,TRUE
2020-07,126,Alemania,28127,"Rozas de Madrid, Las",314,127,314,TRUE
2022-08,000,Total,28007,Alcorcón,2815,007,2815,TRUE
2020-06,128,Rumania,28130,San Fernando de Henares,87,130,87,TRUE
2021-02,010,Total Europa,28136,Santorcaz,33,136,33,TRUE
2021-12,128,Rumania,28007,Alcorcón,60,007,60,TRUE
2020-01,113,Irlanda,28080,Majadahonda,34,080,34,TRUE
2021-12,131,Suecia,28181,Villaviciosa de Odón,59,181,59,TRUE
2020-08,146,Croacia,28079,Madrid,54,079,54,TRUE
2022-01,113,Irlanda,28115,Pozuelo de Alarcón,35,115,35,TRUE
2019-10,102,Austria,28177,Villanueva del Pardillo,48,177,48,TRUE
2022-02,117,Luxemburgo,28045,Colmenar Viejo,33,045,33,TRUE
2019-12,010,Total Europa,28038,Cercedilla,126,038,126,TRUE
2020-12,432,Singapur,28079,Madrid,53,079,53,TRUE
2020-12,126,Alemania,28022,Boadilla del Monte,154,022,154,TRUE
2020-09,125,Reino Unido,28079,Madrid,7031,079,7031,TRUE
2021-05,010,Total Europa,28028,Bustarviejo,181,028,181,TRUE
2020-01,115,Italia,28080,Majadahonda,111,080,111,TRUE
2020-10,103,Bélgica,28006,Alcobendas,57,006,57,TRUE
2019-11,126,Alemania,28150,Torrejón de Velasco,39,150,39,TRUE
2019-11,107,Dinamarca,28005,Alcalá de Henares,144,005,144,TRUE
2020-07,020,Total África,28079,Madrid,1791,079,1791,TRUE
2021-05,000,Total,28166,Valverde de Alcalá,31,166,31,TRUE
2022-03,107,Dinamarca,28148,Torrejón de Ardoz,48,148,48,TRUE
2020-04,110,Francia,28129,San Agustín del Guadalix,41,129,41,TRUE
2021-04,032,Total Centroamérica y Caribe,28079,Madrid,759,079,759,TRUE
2022-03,115,Italia,28148,Torrejón de Ardoz,123,148,123,TRUE
2021-08,110,Francia,28132,San Martín de la Vega,166,132,166,TRUE
2022-02,030,Total América,28127,"Rozas de Madrid, Las",304,127,304,TRUE
2022-03,138,Bielorrusia / belarus,28079,Madrid,49,079,49,TRUE
2021-05,125,Reino Unido,28148,Torrejón de Ardoz,89,148,89,TRUE
2021-05,125,Reino Unido,28065,Getafe,117,065,117,TRUE
2019-12,302,EE.UU.,28022,Boadilla del Monte,146,022,146,TRUE
