mes,pais_orig_cod,pais_orig,mun_dest_cod,mun_dest,turistas,CMUN,Target,is_train
2020-12,110,Francia,28150,Torrejón de Velasco,40,150,40,TRUE
2021-10,351,Venezuela,28079,Madrid,1034,079,1034,TRUE
2022-10,131,Suecia,28161,Valdemoro,96,161,96,TRUE
2020-09,115,Italia,28014,Arganda del Rey,41,014,41,TRUE
2021-04,117,Luxemburgo,28065,Getafe,88,065,88,TRUE
2020-11,010,Total Europa,28080,Majadahonda,1800,080,1800,TRUE
2021-07,000,Total,28156,Valdeavero,58,156,58,TRUE
2021-12,000,Total,28171,Villa del Prado,152,171,152,TRUE
2021-12,000,Total,28060,Fuentidueña de Tajo,129,060,129,TRUE
2019-12,020,Total África,28106,Parla,343,106,343,TRUE
2021-12,011,Total Unión Europea,28092,Móstoles,2931,092,2931,TRUE
2022-01,102,Austria,28022,Boadilla del Monte,206,022,206,TRUE
2021-07,319,Guatemala,28079,Madrid,276,079,276,TRUE
2022-08,126,Alemania,28167,Velilla de San Antonio,45,167,45,TRUE
2021-11,000,Total,28037,Cenicientos,56,037,56,TRUE
2022-10,110,Francia,28133,San Martín de Valdeiglesias,60,133,60,TRUE
2019-07,010,Total Europa,28090,Moralzarzal,192,090,192,TRUE
2021-12,125,Reino Unido,28014,Arganda del Rey,61,014,61,TRUE
2020-08,000,Total,28177,Villanueva del Pardillo,352,177,352,TRUE
2020-07,010,Total Europa,28016,"Atazar, El",71,016,71,TRUE
2022-08,302,EE.UU.,28129,San Agustín del Guadalix,30,129,30,TRUE
2020-02,121,Países Bajos,28091,Morata de Tajuña,57,091,57,TRUE
2021-02,126,Alemania,28127,"Rozas de Madrid, Las",189,127,189,TRUE
2022-08,125,Reino Unido,28106,Parla,125,106,125,TRUE
2019-12,010,Total Europa,28154,Torres de la Alameda,258,154,258,TRUE
2022-01,123,Portugal,28049,Coslada,68,049,68,TRUE
2022-04,031,Total América del Norte,28134,San Sebastián de los Reyes,336,134,336,TRUE
2019-08,010,Total Europa,28048,Corpa,64,048,64,TRUE
2021-01,011,Total Unión Europea,28131,San Lorenzo de El Escorial,317,131,317,TRUE
2020-02,010,Total Europa,28080,Majadahonda,2331,080,2331,TRUE
2021-05,011,Total Unión Europea,28085,Miraflores de la Sierra,87,085,87,TRUE
2020-08,103,Bélgica,28123,Rivas-Vaciamadrid,182,123,182,TRUE
2019-08,121,Países Bajos,28045,Colmenar Viejo,209,045,209,TRUE
2021-09,302,EE.UU.,28015,Arroyomolinos,48,015,48,TRUE
2019-10,342,Brasil,28058,Fuenlabrada,32,058,32,TRUE
2019-12,234,Nigeria,28092,Móstoles,71,092,71,TRUE
2022-10,011,Total Unión Europea,28084,Mejorada del Campo,451,084,451,TRUE
2022-04,348,Peru,28092,Móstoles,34,092,34,TRUE
2020-03,110,Francia,28177,Villanueva del Pardillo,137,177,137,TRUE
2022-09,121,Países Bajos,28049,Coslada,280,049,280,TRUE
2022-09,030,Total América,28901,Lozoyuela-Navas-Sieteiglesias,36,901,36,TRUE
2021-11,107,Dinamarca,28104,Paracuellos de Jarama,39,104,39,TRUE
2022-06,132,Suiza,28047,Collado Villalba,30,047,30,TRUE
2021-04,126,Alemania,28013,Aranjuez,150,013,150,TRUE
2020-07,011,Total Unión Europea,28029,Cabanillas de la Sierra,33,029,33,TRUE
2022-01,011,Total Unión Europea,28102,Orusco de Tajuña,30,102,30,TRUE
2020-03,020,Total África,28092,Móstoles,222,092,222,TRUE
2020-11,000,Total,28032,Camarma de Esteruelas,84,032,84,TRUE
2019-09,112,Hungria,28079,Madrid,1511,079,1511,TRUE
2022-01,110,Francia,28096,Navalcarnero,202,096,202,TRUE
2022-01,010,Total Europa,28075,Loeches,405,075,405,TRUE
2022-01,030,Total América,28092,Móstoles,288,092,288,TRUE
2022-10,033,Total Sudamérica,28061,Galapagar,107,061,107,TRUE
2020-09,131,Suecia,28106,Parla,91,106,91,TRUE
2020-08,142,Lituania,28005,Alcalá de Henares,65,005,65,TRUE
2021-05,117,Luxemburgo,28006,Alcobendas,57,006,57,TRUE
2021-05,102,Austria,28007,Alcorcón,167,007,167,TRUE
2022-04,302,EE.UU.,28130,San Fernando de Henares,136,130,136,TRUE
2020-01,102,Austria,28005,Alcalá de Henares,314,005,314,TRUE
2022-03,010,Total Europa,28051,Chapinería,31,051,31,TRUE
2021-02,000,Total,28156,Valdeavero,32,156,32,TRUE
2020-04,302,EE.UU.,28127,"Rozas de Madrid, Las",76,127,76,TRUE
2020-04,131,Suecia,28080,Majadahonda,62,080,62,TRUE
2020-07,103,Bélgica,28005,Alcalá de Henares,193,005,193,TRUE
2019-10,121,Países Bajos,28006,Alcobendas,1157,006,1157,TRUE
2020-09,040,Total Asia,28092,Móstoles,30,092,30,TRUE
2021-04,000,Total,28137,"Santos de la Humosa, Los",361,137,361,TRUE
2022-10,030,Total América,28127,"Rozas de Madrid, Las",666,127,666,TRUE
2021-04,031,Total América del Norte,28080,Majadahonda,111,080,111,TRUE
2022-05,000,Total,28008,Aldea del Fresno,148,008,148,TRUE
2020-04,121,Países Bajos,28133,San Martín de Valdeiglesias,70,133,70,TRUE
2019-12,103,Bélgica,28148,Torrejón de Ardoz,50,148,50,TRUE
2022-03,342,Brasil,28005,Alcalá de Henares,36,005,36,TRUE
2021-12,126,Alemania,28167,Velilla de San Antonio,30,167,30,TRUE
2020-03,121,Países Bajos,28120,Rascafría,91,120,91,TRUE
2019-11,110,Francia,28123,Rivas-Vaciamadrid,655,123,655,TRUE
2021-03,115,Italia,28127,"Rozas de Madrid, Las",65,127,65,TRUE
2022-08,228,Marruecos,28148,Torrejón de Ardoz,72,148,72,TRUE
2020-01,020,Total África,28148,Torrejón de Ardoz,270,148,270,TRUE
2021-12,121,Países Bajos,28049,Coslada,311,049,311,TRUE
2021-10,110,Francia,28083,Meco,59,083,59,TRUE
2021-11,126,Alemania,28045,Colmenar Viejo,86,045,86,TRUE
2019-08,000,Total,28119,Quijorna,150,119,150,TRUE
2020-05,121,Países Bajos,28903,Tres Cantos,180,903,180,TRUE
2021-11,011,Total Unión Europea,28116,Pozuelo del Rey,32,116,32,TRUE
2020-09,117,Luxemburgo,28005,Alcalá de Henares,158,005,158,TRUE
2022-02,011,Total Unión Europea,28123,Rivas-Vaciamadrid,1333,123,1333,TRUE
2019-08,302,EE.UU.,28134,San Sebastián de los Reyes,244,134,244,TRUE
2022-08,020,Total África,28040,Ciempozuelos,41,040,41,TRUE
2020-11,010,Total Europa,28006,Alcobendas,2758,006,2758,TRUE
2020-11,125,Reino Unido,28123,Rivas-Vaciamadrid,71,123,71,TRUE
2021-07,020,Total África,28013,Aranjuez,32,013,32,TRUE
2020-09,125,Reino Unido,28014,Arganda del Rey,51,014,51,TRUE
2019-08,340,Argentina,28130,San Fernando de Henares,73,130,73,TRUE
2022-09,343,Colombia,28045,Colmenar Viejo,38,045,38,TRUE
2021-10,103,Bélgica,28115,Pozuelo de Alarcón,112,115,112,TRUE
2019-07,302,EE.UU.,28006,Alcobendas,503,006,503,TRUE
2020-07,011,Total Unión Europea,28033,Campo Real,126,033,126,TRUE
2022-02,010,Total Europa,28008,Aldea del Fresno,93,008,93,TRUE
2022-04,115,Italia,28013,Aranjuez,61,013,61,TRUE
2020-01,131,Suecia,28061,Galapagar,40,061,40,TRUE
2019-09,122,Polonia,28130,San Fernando de Henares,76,130,76,TRUE
2022-09,102,Austria,28026,Brunete,31,026,31,TRUE
2022-01,350,Uruguay,28079,Madrid,853,079,853,TRUE
2021-12,020,Total África,28161,Valdemoro,39,161,39,TRUE
2022-04,115,Italia,28080,Majadahonda,74,080,74,TRUE
2021-04,000,Total,28028,Bustarviejo,155,028,155,TRUE
2022-10,414,Israel,28079,Madrid,5382,079,5382,TRUE
2020-08,110,Francia,28167,Velilla de San Antonio,58,167,58,TRUE
2021-12,020,Total África,28106,Parla,169,106,169,TRUE
2021-10,010,Total Europa,28155,Valdaracete,49,155,49,TRUE
2021-11,137,Moldavia / moldava,28079,Madrid,65,079,65,TRUE
2020-10,000,Total,28089,Moraleja de Enmedio,84,089,84,TRUE
2022-09,115,Italia,28080,Majadahonda,81,080,81,TRUE
2022-01,122,Polonia,28106,Parla,103,106,103,TRUE
2021-09,113,Irlanda,28079,Madrid,1557,079,1557,TRUE
2021-12,010,Total Europa,28168,"Vellón, El",99,168,99,TRUE
2019-12,107,Dinamarca,28161,Valdemoro,49,161,49,TRUE
2019-11,126,Alemania,28045,Colmenar Viejo,120,045,120,TRUE
2021-02,228,Marruecos,28079,Madrid,715,079,715,TRUE
2020-06,011,Total Unión Europea,28126,Robregordo,47,126,47,TRUE
2019-11,228,Marruecos,28096,Navalcarnero,36,096,36,TRUE
2020-07,121,Países Bajos,28133,San Martín de Valdeiglesias,75,133,75,TRUE
2019-08,020,Total África,28079,Madrid,8529,079,8529,TRUE
2020-12,010,Total Europa,28115,Pozuelo de Alarcón,2848,115,2848,TRUE
2021-01,110,Francia,28152,Torrelodones,180,152,180,TRUE
2021-03,121,Países Bajos,28115,Pozuelo de Alarcón,855,115,855,TRUE
2021-09,407,China,28113,Pinto,42,113,42,TRUE
2022-05,000,Total,28068,Guadarrama,717,068,717,TRUE
2020-11,030,Total América,28106,Parla,61,106,61,TRUE
2022-04,110,Francia,28043,Colmenar de Oreja,74,043,74,TRUE
2020-02,112,Hungria,28079,Madrid,1651,079,1651,TRUE
2022-10,343,Colombia,28014,Arganda del Rey,57,014,57,TRUE
2021-11,000,Total,28155,Valdaracete,33,155,33,TRUE
2021-07,110,Francia,28172,Villalbilla,102,172,102,TRUE
2020-07,107,Dinamarca,28079,Madrid,1967,079,1967,TRUE
2022-05,123,Portugal,28132,San Martín de la Vega,38,132,38,TRUE
2022-03,000,Total,28033,Campo Real,212,033,212,TRUE
2019-07,000,Total,28040,Ciempozuelos,1274,040,1274,TRUE
2019-08,040,Total Asia,28007,Alcorcón,201,007,201,TRUE
2021-08,011,Total Unión Europea,28161,Valdemoro,2236,161,2236,TRUE
2021-09,115,Italia,28092,Móstoles,81,092,81,TRUE
2020-01,126,Alemania,28154,Torres de la Alameda,53,154,53,TRUE
2021-06,010,Total Europa,28159,Valdemaqueda,74,159,74,TRUE
2020-10,000,Total,28053,Daganzo de Arriba,220,053,220,TRUE
2022-02,126,Alemania,28080,Majadahonda,162,080,162,TRUE
2020-02,110,Francia,28149,Torrejón de la Calzada,34,149,34,TRUE
2020-03,031,Total América del Norte,28013,Aranjuez,44,013,44,TRUE
2022-04,020,Total África,28006,Alcobendas,59,006,59,TRUE
2022-03,030,Total América,28181,Villaviciosa de Odón,85,181,85,TRUE
2021-01,010,Total Europa,28127,"Rozas de Madrid, Las",2174,127,2174,TRUE
2019-10,110,Francia,28030,"Cabrera, La",61,030,61,TRUE
2020-03,010,Total Europa,28062,Garganta de los Montes,101,062,101,TRUE
2020-06,123,Portugal,28092,Móstoles,73,092,73,TRUE
2022-07,121,Países Bajos,28008,Aldea del Fresno,31,008,31,TRUE
2021-03,010,Total Europa,28047,Collado Villalba,859,047,859,TRUE
2021-08,228,Marruecos,28074,Leganés,50,074,50,TRUE
2020-06,011,Total Unión Europea,28129,San Agustín del Guadalix,179,129,179,TRUE
2020-06,107,Dinamarca,28058,Fuenlabrada,57,058,57,TRUE
2021-09,126,Alemania,28903,Tres Cantos,130,903,130,TRUE
2022-10,110,Francia,28095,Navalagamella,32,095,32,TRUE
2020-01,011,Total Unión Europea,28901,Lozoyuela-Navas-Sieteiglesias,106,901,106,TRUE
2022-09,010,Total Europa,28067,Guadalix de la Sierra,161,067,161,TRUE
2020-11,110,Francia,28014,Arganda del Rey,424,014,424,TRUE
2020-12,103,Bélgica,28092,Móstoles,43,092,43,TRUE
2022-02,102,Austria,28047,Collado Villalba,43,047,43,TRUE
2019-11,010,Total Europa,28044,Colmenarejo,222,044,222,TRUE
2021-06,010,Total Europa,28144,Soto del Real,147,144,147,TRUE
2020-10,000,Total,28072,Hoyo de Manzanares,127,072,127,TRUE
2021-03,430,Republica de corea - corea del sur,28079,Madrid,80,079,80,TRUE
2021-10,010,Total Europa,28177,Villanueva del Pardillo,478,177,478,TRUE
2022-10,011,Total Unión Europea,28183,Zarzalejo,38,183,38,TRUE
2021-10,031,Total América del Norte,28007,Alcorcón,136,007,136,TRUE
2022-10,228,Marruecos,28073,Humanes de Madrid,46,073,46,TRUE
2021-07,121,Países Bajos,28038,Cercedilla,48,038,48,TRUE
2020-08,033,Total Sudamérica,28104,Paracuellos de Jarama,55,104,55,TRUE
2022-09,020,Total África,28106,Parla,443,106,443,TRUE
2019-12,102,Austria,28005,Alcalá de Henares,345,005,345,TRUE
2022-09,121,Países Bajos,28022,Boadilla del Monte,666,022,666,TRUE
2019-12,020,Total África,28014,Arganda del Rey,34,014,34,TRUE
2022-10,302,EE.UU.,28014,Arganda del Rey,95,014,95,TRUE
2020-03,033,Total Sudamérica,28079,Madrid,20373,079,20373,TRUE
2019-12,302,EE.UU.,28176,Villanueva de la Cañada,70,176,70,TRUE
2021-08,011,Total Unión Europea,28049,Coslada,1520,049,1520,TRUE
2019-09,123,Portugal,28130,San Fernando de Henares,169,130,169,TRUE
2021-04,107,Dinamarca,28079,Madrid,2315,079,2315,TRUE
2022-09,125,Reino Unido,28026,Brunete,56,026,56,TRUE
2019-11,000,Total,28135,Santa María de la Alameda,70,135,70,TRUE
2019-09,123,Portugal,28005,Alcalá de Henares,335,005,335,TRUE
2021-05,030,Total América,28161,Valdemoro,32,161,32,TRUE
2019-07,415,Japón,28079,Madrid,4383,079,4383,TRUE
2020-04,000,Total,28004,"Álamo, El",80,004,80,TRUE
2021-06,110,Francia,28176,Villanueva de la Cañada,1301,176,1301,TRUE
2020-06,033,Total Sudamérica,28058,Fuenlabrada,45,058,45,TRUE
2022-01,020,Total África,28005,Alcalá de Henares,88,005,88,TRUE
2021-06,000,Total,28125,Robledo de Chavela,249,125,249,TRUE
2022-03,407,China,28022,Boadilla del Monte,40,022,40,TRUE
2020-05,107,Dinamarca,28127,"Rozas de Madrid, Las",43,127,43,TRUE
2021-05,010,Total Europa,28174,Villamanta,63,174,63,TRUE
2021-03,116,Liechtenstein,28079,Madrid,215,079,215,TRUE
2020-03,426,Pakistan,28079,Madrid,33,079,33,TRUE
2019-07,128,Rumania,28092,Móstoles,73,092,73,TRUE
2021-06,128,Rumania,28113,Pinto,31,113,31,TRUE
2019-07,102,Austria,28096,Navalcarnero,49,096,49,TRUE
2021-05,117,Luxemburgo,28148,Torrejón de Ardoz,37,148,37,TRUE
2020-05,410,India,28079,Madrid,334,079,334,TRUE
2022-07,010,Total Europa,28137,"Santos de la Humosa, Los",280,137,280,TRUE
2021-05,000,Total,28093,Navacerrada,77,093,77,TRUE
2020-07,407,China,28079,Madrid,2977,079,2977,TRUE
2020-06,110,Francia,28072,Hoyo de Manzanares,37,072,37,TRUE
2021-08,000,Total,28172,Villalbilla,271,172,271,TRUE
2021-12,011,Total Unión Europea,28135,Santa María de la Alameda,30,135,30,TRUE
2020-09,010,Total Europa,28005,Alcalá de Henares,4282,005,4282,TRUE
2021-06,010,Total Europa,28050,Cubas de la Sagra,89,050,89,TRUE
2019-10,343,Colombia,28127,"Rozas de Madrid, Las",73,127,73,TRUE
2021-04,121,Países Bajos,28075,Loeches,102,075,102,TRUE
2020-11,436,Turquia,28079,Madrid,147,079,147,TRUE
2020-09,111,Grecia,28079,Madrid,257,079,257,TRUE
2020-11,011,Total Unión Europea,28014,Arganda del Rey,1300,014,1300,TRUE
2020-05,115,Italia,28092,Móstoles,33,092,33,TRUE
2020-02,040,Total Asia,28049,Coslada,141,049,141,TRUE
2019-08,132,Suiza,28022,Boadilla del Monte,34,022,34,TRUE
2021-01,125,Reino Unido,28181,Villaviciosa de Odón,53,181,53,TRUE
2022-10,415,Japón,28006,Alcobendas,35,006,35,TRUE
2021-06,110,Francia,28127,"Rozas de Madrid, Las",632,127,632,TRUE
2021-10,121,Países Bajos,28006,Alcobendas,1024,006,1024,TRUE
2019-10,000,Total,28082,Manzanares el Real,293,082,293,TRUE
2019-11,147,Eslovenia,28079,Madrid,495,079,495,TRUE
2022-04,110,Francia,28125,Robledo de Chavela,77,125,77,TRUE
2021-04,011,Total Unión Europea,28009,Algete,354,009,354,TRUE
2021-01,126,Alemania,28061,Galapagar,66,061,66,TRUE
2022-02,011,Total Unión Europea,28176,Villanueva de la Cañada,1246,176,1246,TRUE
2019-10,011,Total Unión Europea,28028,Bustarviejo,60,028,60,TRUE
2020-02,010,Total Europa,28144,Soto del Real,215,144,215,TRUE
2020-09,010,Total Europa,28183,Zarzalejo,33,183,33,TRUE
2019-12,020,Total África,28073,Humanes de Madrid,50,073,50,TRUE
2019-08,000,Total,28164,Valdetorres de Jarama,108,164,108,TRUE
2019-12,123,Portugal,28080,Majadahonda,86,080,86,TRUE
2021-08,102,Austria,28096,Navalcarnero,52,096,52,TRUE
2022-09,123,Portugal,28068,Guadarrama,128,068,128,TRUE
2021-04,126,Alemania,28047,Collado Villalba,50,047,50,TRUE
2021-01,030,Total América,28015,Arroyomolinos,53,015,53,TRUE
2020-06,010,Total Europa,28038,Cercedilla,89,038,89,TRUE
2019-08,125,Reino Unido,28005,Alcalá de Henares,584,005,584,TRUE
2020-03,040,Total Asia,28049,Coslada,54,049,54,TRUE
2021-10,011,Total Unión Europea,28065,Getafe,5109,065,5109,TRUE
2022-05,123,Portugal,28181,Villaviciosa de Odón,41,181,41,TRUE
2020-07,000,Total,28162,Valdeolmos-Alalpardo,91,162,91,TRUE
2019-11,000,Total,28046,Collado Mediano,177,046,177,TRUE
2022-09,122,Polonia,28006,Alcobendas,110,006,110,TRUE
2021-03,115,Italia,28092,Móstoles,52,092,52,TRUE
2021-11,103,Bélgica,28040,Ciempozuelos,32,040,32,TRUE
2019-08,011,Total Unión Europea,28090,Moralzarzal,226,090,226,TRUE
2022-05,110,Francia,28074,Leganés,1407,074,1407,TRUE
2021-04,010,Total Europa,28116,Pozuelo del Rey,30,116,30,TRUE
2021-04,011,Total Unión Europea,28007,Alcorcón,1810,007,1810,TRUE
2020-09,121,Países Bajos,28084,Mejorada del Campo,124,084,124,TRUE
2022-01,033,Total Sudamérica,28014,Arganda del Rey,67,014,67,TRUE
2022-10,302,EE.UU.,28005,Alcalá de Henares,456,005,456,TRUE
2022-06,228,Marruecos,28007,Alcorcón,67,007,67,TRUE
2022-05,031,Total América del Norte,28005,Alcalá de Henares,388,005,388,TRUE
2020-09,136,Letonia,28079,Madrid,86,079,86,TRUE
2021-12,122,Polonia,28013,Aranjuez,45,013,45,TRUE
2020-12,107,Dinamarca,28022,Boadilla del Monte,157,022,157,TRUE
2019-08,403,Bahrein,28079,Madrid,84,079,84,TRUE
2022-03,132,Suiza,28022,Boadilla del Monte,38,022,38,TRUE
2019-10,010,Total Europa,28080,Majadahonda,2694,080,2694,TRUE
2022-05,030,Total América,28160,Valdemorillo,36,160,36,TRUE
2020-03,122,Polonia,28058,Fuenlabrada,100,058,100,TRUE
2019-10,010,Total Europa,28093,Navacerrada,62,093,62,TRUE
2022-08,010,Total Europa,28131,San Lorenzo de El Escorial,673,131,673,TRUE
2022-03,000,Total,28007,Alcorcón,2921,007,2921,TRUE
2022-04,128,Rumania,28014,Arganda del Rey,110,014,110,TRUE
2019-09,126,Alemania,28115,Pozuelo de Alarcón,294,115,294,TRUE
2021-10,126,Alemania,28131,San Lorenzo de El Escorial,57,131,57,TRUE
2022-10,125,Reino Unido,28115,Pozuelo de Alarcón,397,115,397,TRUE
2021-03,030,Total América,28047,Collado Villalba,30,047,30,TRUE
2020-11,000,Total,28040,Ciempozuelos,1141,040,1141,TRUE
2022-06,407,China,28005,Alcalá de Henares,73,005,73,TRUE
2020-03,010,Total Europa,28136,Santorcaz,32,136,32,TRUE
2021-07,031,Total América del Norte,28079,Madrid,32554,079,32554,TRUE
2022-03,030,Total América,28074,Leganés,484,074,484,TRUE
2019-07,110,Francia,28044,Colmenarejo,62,044,62,TRUE
2019-07,010,Total Europa,28047,Collado Villalba,1312,047,1312,TRUE
2021-02,030,Total América,28113,Pinto,34,113,34,TRUE
2022-04,430,Republica de corea - corea del sur,28079,Madrid,328,079,328,TRUE
2021-10,115,Italia,28015,Arroyomolinos,57,015,57,TRUE
2021-04,102,Austria,28130,San Fernando de Henares,45,130,45,TRUE
2019-07,000,Total,28132,San Martín de la Vega,715,132,715,TRUE
2021-09,000,Total,28170,Villaconejos,32,170,32,TRUE
2021-01,031,Total América del Norte,28022,Boadilla del Monte,118,022,118,TRUE
2022-05,040,Total Asia,28049,Coslada,38,049,38,TRUE
2022-03,011,Total Unión Europea,28073,Humanes de Madrid,311,073,311,TRUE
2021-08,030,Total América,28005,Alcalá de Henares,393,005,393,TRUE
2020-07,125,Reino Unido,28131,San Lorenzo de El Escorial,43,131,43,TRUE
2021-08,011,Total Unión Europea,28125,Robledo de Chavela,254,125,254,TRUE
2020-08,000,Total,28124,Robledillo de la Jara,55,124,55,TRUE
2022-04,132,Suiza,28005,Alcalá de Henares,111,005,111,TRUE
2019-09,000,Total,28174,Villamanta,56,174,56,TRUE
2021-02,030,Total América,28106,Parla,46,106,46,TRUE
2019-08,340,Argentina,28079,Madrid,11053,079,11053,TRUE
2020-12,121,Países Bajos,28062,Garganta de los Montes,38,062,38,TRUE
2021-10,010,Total Europa,28113,Pinto,2163,113,2163,TRUE
2022-06,348,Peru,28115,Pozuelo de Alarcón,34,115,34,TRUE
2019-09,115,Italia,28009,Algete,38,009,38,TRUE
2022-02,228,Marruecos,28065,Getafe,42,065,42,TRUE
2021-11,040,Total Asia,28007,Alcorcón,62,007,62,TRUE
2022-03,126,Alemania,28030,"Cabrera, La",80,030,80,TRUE
2022-07,020,Total África,28092,Móstoles,216,092,216,TRUE
2021-08,126,Alemania,28074,Leganés,293,074,293,TRUE
2021-07,110,Francia,28090,Moralzarzal,88,090,88,TRUE
2019-07,010,Total Europa,28035,Carabaña,51,035,51,TRUE
2021-05,115,Italia,28014,Arganda del Rey,50,014,50,TRUE
2021-10,010,Total Europa,28028,Bustarviejo,177,028,177,TRUE
2020-04,115,Italia,28092,Móstoles,37,092,37,TRUE
2020-11,121,Países Bajos,28061,Galapagar,147,061,147,TRUE
2020-11,126,Alemania,28047,Collado Villalba,67,047,67,TRUE
2021-09,115,Italia,28040,Ciempozuelos,52,040,52,TRUE
2019-07,116,Liechtenstein,28113,Pinto,30,113,30,TRUE
2020-06,110,Francia,28092,Móstoles,732,092,732,TRUE
2020-10,010,Total Europa,28009,Algete,563,009,563,TRUE
2019-09,302,EE.UU.,28903,Tres Cantos,94,903,94,TRUE
2022-02,000,Total,28032,Camarma de Esteruelas,118,032,118,TRUE
2020-12,107,Dinamarca,28080,Majadahonda,120,080,120,TRUE
2022-07,030,Total América,28115,Pozuelo de Alarcón,1028,115,1028,TRUE
2020-05,110,Francia,28131,San Lorenzo de El Escorial,42,131,42,TRUE
2022-06,000,Total,28141,Sevilla la Nueva,62,141,62,TRUE
2021-02,110,Francia,28125,Robledo de Chavela,32,125,32,TRUE
2019-12,020,Total África,28176,Villanueva de la Cañada,38,176,38,TRUE
2021-01,128,Rumania,28049,Coslada,100,049,100,TRUE
2020-01,010,Total Europa,28027,Buitrago del Lozoya,64,027,64,TRUE
2020-07,123,Portugal,28045,Colmenar Viejo,33,045,33,TRUE
2021-04,115,Italia,28022,Boadilla del Monte,37,022,37,TRUE
2022-03,120,Noruega,28079,Madrid,873,079,873,TRUE
2022-09,123,Portugal,28096,Navalcarnero,101,096,101,TRUE
2022-01,010,Total Europa,28009,Algete,570,009,570,TRUE
2021-11,000,Total,28171,Villa del Prado,152,171,152,TRUE
2020-08,126,Alemania,28144,Soto del Real,35,144,35,TRUE
2021-12,000,Total,28120,Rascafría,230,120,230,TRUE
2022-09,125,Reino Unido,28049,Coslada,104,049,104,TRUE
2022-04,000,Total,28008,Aldea del Fresno,102,008,102,TRUE
2022-01,112,Hungria,28079,Madrid,564,079,564,TRUE
2022-04,110,Francia,28131,San Lorenzo de El Escorial,203,131,203,TRUE
2019-10,220,Guinea ecuatorial,28079,Madrid,382,079,382,TRUE
2022-07,227,Mali,28079,Madrid,72,079,72,TRUE
2020-01,126,Alemania,28058,Fuenlabrada,394,058,394,TRUE
2021-09,141,Estonia,28079,Madrid,280,079,280,TRUE
2021-10,011,Total Unión Europea,28013,Aranjuez,1834,013,1834,TRUE
2021-03,107,Dinamarca,28058,Fuenlabrada,73,058,73,TRUE
2019-10,030,Total América,28014,Arganda del Rey,300,014,300,TRUE
2021-06,107,Dinamarca,28167,Velilla de San Antonio,33,167,33,TRUE
2019-08,302,EE.UU.,28092,Móstoles,161,092,161,TRUE
2020-01,010,Total Europa,28901,Lozoyuela-Navas-Sieteiglesias,125,901,125,TRUE
2022-10,112,Hungria,28079,Madrid,2028,079,2028,TRUE
2020-09,000,Total,28119,Quijorna,73,119,73,TRUE
2022-06,011,Total Unión Europea,28106,Parla,1515,106,1515,TRUE
2022-06,121,Países Bajos,28006,Alcobendas,1163,006,1163,TRUE
2020-07,000,Total,28166,Valverde de Alcalá,31,166,31,TRUE
2020-08,350,Uruguay,28079,Madrid,465,079,465,TRUE
2021-08,000,Total,28145,Talamanca de Jarama,96,145,96,TRUE
