mes,pais_orig_cod,pais_orig,mun_dest_cod,mun_dest,turistas,CMUN
2022-09,000,Total,28161,Valdemoro,4100,161
2022-09,010,Total Europa,28161,Valdemoro,3593,161
2022-09,011,Total Unión Europea,28161,Valdemoro,3445,161
2022-09,020,Total África,28161,Valdemoro,154,161
2022-09,030,Total América,28161,Valdemoro,300,161
2022-09,031,Total América del Norte,28161,Valdemoro,162,161
2022-09,033,Total Sudamérica,28161,Valdemoro,134,161
2022-09,040,Total Asia,28161,Valdemoro,52,161
2022-09,102,Austria,28161,Valdemoro,1448,161
2022-09,103,Bélgica,28161,Valdemoro,56,161
2022-09,107,Dinamarca,28161,Valdemoro,44,161
2022-09,110,Francia,28161,Valdemoro,595,161
2022-09,113,Irlanda,28161,Valdemoro,62,161
2022-09,115,Italia,28161,Valdemoro,119,161
2022-09,117,Luxemburgo,28161,Valdemoro,74,161
2022-09,121,Países Bajos,28161,Valdemoro,261,161
2022-09,122,Polonia,28161,Valdemoro,113,161
2022-09,123,Portugal,28161,Valdemoro,142,161
2022-09,125,Reino Unido,28161,Valdemoro,129,161
2022-09,126,Alemania,28161,Valdemoro,291,161
2022-09,128,Rumania,28161,Valdemoro,50,161
2022-09,131,Suecia,28161,Valdemoro,97,161
2022-09,228,Marruecos,28161,Valdemoro,137,161
2022-09,302,EE.UU.,28161,Valdemoro,132,161
2022-09,343,Colombia,28161,Valdemoro,94,161
2022-09,000,Total,28162,Valdeolmos-Alalpardo,98,162
2022-09,010,Total Europa,28162,Valdeolmos-Alalpardo,79,162
2022-09,011,Total Unión Europea,28162,Valdeolmos-Alalpardo,76,162
2022-09,000,Total,28164,Valdetorres de Jarama,115,164
2022-09,010,Total Europa,28164,Valdetorres de Jarama,82,164
2022-09,011,Total Unión Europea,28164,Valdetorres de Jarama,78,164
2022-09,110,Francia,28164,Valdetorres de Jarama,42,164
2022-09,000,Total,28165,Valdilecha,94,165
2022-09,010,Total Europa,28165,Valdilecha,65,165
2022-09,011,Total Unión Europea,28165,Valdilecha,56,165
2022-09,000,Total,28167,Velilla de San Antonio,264,167
2022-09,010,Total Europa,28167,Velilla de San Antonio,224,167
2022-09,011,Total Unión Europea,28167,Velilla de San Antonio,212,167
2022-09,110,Francia,28167,Velilla de San Antonio,36,167
2022-09,121,Países Bajos,28167,Velilla de San Antonio,37,167
2022-09,126,Alemania,28167,Velilla de San Antonio,41,167
2022-09,000,Total,28168,"Vellón, El",243,168
2022-09,010,Total Europa,28168,"Vellón, El",184,168
2022-09,011,Total Unión Europea,28168,"Vellón, El",176,168
2022-09,030,Total América,28168,"Vellón, El",39,168
2022-09,110,Francia,28168,"Vellón, El",48,168
2022-09,121,Países Bajos,28168,"Vellón, El",32,168
2022-09,126,Alemania,28168,"Vellón, El",39,168
2022-09,000,Total,28169,Venturada,159,169
2022-09,010,Total Europa,28169,Venturada,127,169
2022-09,011,Total Unión Europea,28169,Venturada,103,169
2022-09,000,Total,28170,Villaconejos,41,170
2022-09,010,Total Europa,28170,Villaconejos,35,170
2022-09,000,Total,28171,Villa del Prado,277,171
2022-09,010,Total Europa,28171,Villa del Prado,206,171
2022-09,011,Total Unión Europea,28171,Villa del Prado,192,171
2022-09,020,Total África,28171,Villa del Prado,37,171
2022-09,030,Total América,28171,Villa del Prado,34,171
2022-09,110,Francia,28171,Villa del Prado,93,171
2022-09,121,Países Bajos,28171,Villa del Prado,45,171
2022-09,000,Total,28172,Villalbilla,491,172
2022-09,010,Total Europa,28172,Villalbilla,420,172
2022-09,011,Total Unión Europea,28172,Villalbilla,384,172
2022-09,030,Total América,28172,Villalbilla,52,172
2022-09,031,Total América del Norte,28172,Villalbilla,44,172
2022-09,110,Francia,28172,Villalbilla,145,172
2022-09,121,Países Bajos,28172,Villalbilla,73,172
2022-09,123,Portugal,28172,Villalbilla,31,172
2022-09,126,Alemania,28172,Villalbilla,50,172
2022-09,000,Total,28174,Villamanta,102,174
2022-09,010,Total Europa,28174,Villamanta,78,174
2022-09,011,Total Unión Europea,28174,Villamanta,70,174
2022-09,000,Total,28176,Villanueva de la Cañada,1790,176
2022-09,010,Total Europa,28176,Villanueva de la Cañada,1631,176
2022-09,011,Total Unión Europea,28176,Villanueva de la Cañada,1550,176
2022-09,020,Total África,28176,Villanueva de la Cañada,38,176
2022-09,030,Total América,28176,Villanueva de la Cañada,106,176
2022-09,031,Total América del Norte,28176,Villanueva de la Cañada,58,176
2022-09,033,Total Sudamérica,28176,Villanueva de la Cañada,45,176
2022-09,102,Austria,28176,Villanueva de la Cañada,43,176
2022-09,110,Francia,28176,Villanueva de la Cañada,1102,176
2022-09,115,Italia,28176,Villanueva de la Cañada,152,176
2022-09,121,Países Bajos,28176,Villanueva de la Cañada,110,176
2022-09,123,Portugal,28176,Villanueva de la Cañada,46,176
2022-09,125,Reino Unido,28176,Villanueva de la Cañada,44,176
2022-09,126,Alemania,28176,Villanueva de la Cañada,48,176
2022-09,228,Marruecos,28176,Villanueva de la Cañada,30,176
2022-09,302,EE.UU.,28176,Villanueva de la Cañada,42,176
2022-09,000,Total,28177,Villanueva del Pardillo,363,177
2022-09,010,Total Europa,28177,Villanueva del Pardillo,291,177
2022-09,011,Total Unión Europea,28177,Villanueva del Pardillo,277,177
2022-09,030,Total América,28177,Villanueva del Pardillo,61,177
2022-09,031,Total América del Norte,28177,Villanueva del Pardillo,30,177
2022-09,102,Austria,28177,Villanueva del Pardillo,32,177
2022-09,110,Francia,28177,Villanueva del Pardillo,73,177
2022-09,121,Países Bajos,28177,Villanueva del Pardillo,89,177
2022-09,126,Alemania,28177,Villanueva del Pardillo,30,177
2022-09,302,EE.UU.,28177,Villanueva del Pardillo,30,177
2022-09,000,Total,28178,Villanueva de Perales,87,178
2022-09,010,Total Europa,28178,Villanueva de Perales,69,178
2022-09,011,Total Unión Europea,28178,Villanueva de Perales,65,178
2022-09,000,Total,28179,Villar del Olmo,120,179
2022-09,010,Total Europa,28179,Villar del Olmo,93,179
2022-09,011,Total Unión Europea,28179,Villar del Olmo,92,179
2022-09,110,Francia,28179,Villar del Olmo,37,179
2022-09,000,Total,28180,Villarejo de Salvanés,200,180
2022-09,010,Total Europa,28180,Villarejo de Salvanés,169,180
2022-09,011,Total Unión Europea,28180,Villarejo de Salvanés,164,180
2022-09,110,Francia,28180,Villarejo de Salvanés,76,180
2022-09,121,Países Bajos,28180,Villarejo de Salvanés,46,180
2022-09,000,Total,28181,Villaviciosa de Odón,2085,181
2022-09,010,Total Europa,28181,Villaviciosa de Odón,1688,181
2022-09,011,Total Unión Europea,28181,Villaviciosa de Odón,1433,181
2022-09,020,Total África,28181,Villaviciosa de Odón,65,181
2022-09,030,Total América,28181,Villaviciosa de Odón,283,181
2022-09,031,Total América del Norte,28181,Villaviciosa de Odón,172,181
2022-09,033,Total Sudamérica,28181,Villaviciosa de Odón,99,181
2022-09,040,Total Asia,28181,Villaviciosa de Odón,45,181
2022-09,102,Austria,28181,Villaviciosa de Odón,103,181
2022-09,103,Bélgica,28181,Villaviciosa de Odón,33,181
2022-09,107,Dinamarca,28181,Villaviciosa de Odón,36,181
2022-09,110,Francia,28181,Villaviciosa de Odón,626,181
2022-09,115,Italia,28181,Villaviciosa de Odón,108,181
2022-09,120,Noruega,28181,Villaviciosa de Odón,50,181
2022-09,121,Países Bajos,28181,Villaviciosa de Odón,230,181
2022-09,123,Portugal,28181,Villaviciosa de Odón,58,181
2022-09,125,Reino Unido,28181,Villaviciosa de Odón,167,181
2022-09,126,Alemania,28181,Villaviciosa de Odón,123,181
2022-09,228,Marruecos,28181,Villaviciosa de Odón,54,181
2022-09,303,Mexico,28181,Villaviciosa de Odón,88,181
2022-09,343,Colombia,28181,Villaviciosa de Odón,38,181
2022-09,348,Peru,28181,Villaviciosa de Odón,37,181
2022-09,000,Total,28183,Zarzalejo,48,183
2022-09,010,Total Europa,28183,Zarzalejo,32,183
2022-09,000,Total,28901,Lozoyuela-Navas-Sieteiglesias,182,901
2022-09,010,Total Europa,28901,Lozoyuela-Navas-Sieteiglesias,129,901
2022-09,011,Total Unión Europea,28901,Lozoyuela-Navas-Sieteiglesias,120,901
2022-09,030,Total América,28901,Lozoyuela-Navas-Sieteiglesias,36,901
2022-09,110,Francia,28901,Lozoyuela-Navas-Sieteiglesias,41,901
2022-09,126,Alemania,28901,Lozoyuela-Navas-Sieteiglesias,30,901
2022-09,000,Total,28902,Puentes Viejas,171,902
2022-09,010,Total Europa,28902,Puentes Viejas,159,902
2022-09,011,Total Unión Europea,28902,Puentes Viejas,144,902
2022-09,131,Suecia,28902,Puentes Viejas,86,902
2022-09,000,Total,28903,Tres Cantos,2230,903
2022-09,010,Total Europa,28903,Tres Cantos,1803,903
2022-09,011,Total Unión Europea,28903,Tres Cantos,1545,903
2022-09,030,Total América,28903,Tres Cantos,337,903
2022-09,031,Total América del Norte,28903,Tres Cantos,258,903
2022-09,033,Total Sudamérica,28903,Tres Cantos,73,903
2022-09,040,Total Asia,28903,Tres Cantos,68,903
2022-09,102,Austria,28903,Tres Cantos,61,903
2022-09,103,Bélgica,28903,Tres Cantos,41,903
2022-09,110,Francia,28903,Tres Cantos,530,903
2022-09,113,Irlanda,28903,Tres Cantos,39,903
2022-09,115,Italia,28903,Tres Cantos,76,903
2022-09,117,Luxemburgo,28903,Tres Cantos,39,903
2022-09,121,Países Bajos,28903,Tres Cantos,327,903
2022-09,122,Polonia,28903,Tres Cantos,44,903
2022-09,123,Portugal,28903,Tres Cantos,99,903
2022-09,125,Reino Unido,28903,Tres Cantos,193,903
2022-09,126,Alemania,28903,Tres Cantos,203,903
2022-09,132,Suiza,28903,Tres Cantos,59,903
2022-09,302,EE.UU.,28903,Tres Cantos,188,903
2022-10,000,Total,28002,Ajalvir,214,002
2022-10,010,Total Europa,28002,Ajalvir,158,002
2022-10,011,Total Unión Europea,28002,Ajalvir,130,002
2022-10,030,Total América,28002,Ajalvir,32,002
2022-10,110,Francia,28002,Ajalvir,30,002
2022-10,000,Total,28004,"Álamo, El",65,004
2022-10,030,Total América,28004,"Álamo, El",31,004
2022-10,000,Total,28005,Alcalá de Henares,10333,005
2022-10,010,Total Europa,28005,Alcalá de Henares,8656,005
2022-10,011,Total Unión Europea,28005,Alcalá de Henares,7539,005
2022-10,020,Total África,28005,Alcalá de Henares,252,005
2022-10,030,Total América,28005,Alcalá de Henares,1126,005
2022-10,031,Total América del Norte,28005,Alcalá de Henares,573,005
2022-10,033,Total Sudamérica,28005,Alcalá de Henares,490,005
2022-10,040,Total Asia,28005,Alcalá de Henares,292,005
2022-10,102,Austria,28005,Alcalá de Henares,307,005
2022-10,103,Bélgica,28005,Alcalá de Henares,239,005
2022-10,104,Bulgaria,28005,Alcalá de Henares,118,005
2022-10,107,Dinamarca,28005,Alcalá de Henares,176,005
2022-10,110,Francia,28005,Alcalá de Henares,1655,005
2022-10,112,Hungria,28005,Alcalá de Henares,71,005
2022-10,113,Irlanda,28005,Alcalá de Henares,224,005
2022-10,115,Italia,28005,Alcalá de Henares,665,005
2022-10,116,Liechtenstein,28005,Alcalá de Henares,254,005
2022-10,117,Luxemburgo,28005,Alcalá de Henares,180,005
2022-10,120,Noruega,28005,Alcalá de Henares,30,005
2022-10,121,Países Bajos,28005,Alcalá de Henares,1137,005
2022-10,122,Polonia,28005,Alcalá de Henares,324,005
2022-10,123,Portugal,28005,Alcalá de Henares,288,005
2022-10,125,Reino Unido,28005,Alcalá de Henares,639,005
2022-10,126,Alemania,28005,Alcalá de Henares,1208,005
2022-10,128,Rumania,28005,Alcalá de Henares,359,005
2022-10,131,Suecia,28005,Alcalá de Henares,275,005
2022-10,132,Suiza,28005,Alcalá de Henares,170,005
2022-10,142,Lituania,28005,Alcalá de Henares,72,005
2022-10,143,República Checa,28005,Alcalá de Henares,103,005
2022-10,144,Eslovaquia,28005,Alcalá de Henares,31,005
2022-10,147,Eslovenia,28005,Alcalá de Henares,33,005
2022-10,220,Guinea ecuatorial,28005,Alcalá de Henares,64,005
2022-10,228,Marruecos,28005,Alcalá de Henares,123,005
2022-10,234,Nigeria,28005,Alcalá de Henares,44,005
2022-10,302,EE.UU.,28005,Alcalá de Henares,456,005
2022-10,340,Argentina,28005,Alcalá de Henares,55,005
2022-10,342,Brasil,28005,Alcalá de Henares,62,005
2022-10,343,Colombia,28005,Alcalá de Henares,210,005
2022-10,348,Peru,28005,Alcalá de Henares,50,005
2022-10,351,Venezuela,28005,Alcalá de Henares,66,005
2022-10,407,China,28005,Alcalá de Henares,112,005
2022-10,415,Japón,28005,Alcalá de Henares,48,005
2022-10,430,Republica de corea - corea del sur,28005,Alcalá de Henares,54,005
2022-10,436,Turquia,28005,Alcalá de Henares,31,005
2022-10,000,Total,28006,Alcobendas,8079,006
2022-10,010,Total Europa,28006,Alcobendas,5818,006
2022-10,011,Total Unión Europea,28006,Alcobendas,4672,006
2022-10,020,Total África,28006,Alcobendas,130,006
2022-10,030,Total América,28006,Alcobendas,1720,006
2022-10,031,Total América del Norte,28006,Alcobendas,876,006
2022-10,033,Total Sudamérica,28006,Alcobendas,764,006
2022-10,040,Total Asia,28006,Alcobendas,407,006
2022-10,102,Austria,28006,Alcobendas,254,006
2022-10,103,Bélgica,28006,Alcobendas,99,006
2022-10,104,Bulgaria,28006,Alcobendas,46,006
2022-10,107,Dinamarca,28006,Alcobendas,123,006
2022-10,110,Francia,28006,Alcobendas,1129,006
2022-10,112,Hungria,28006,Alcobendas,40,006
2022-10,113,Irlanda,28006,Alcobendas,75,006
2022-10,115,Italia,28006,Alcobendas,344,006
2022-10,117,Luxemburgo,28006,Alcobendas,100,006
2022-10,120,Noruega,28006,Alcobendas,45,006
2022-10,121,Países Bajos,28006,Alcobendas,1130,006
2022-10,122,Polonia,28006,Alcobendas,116,006
2022-10,123,Portugal,28006,Alcobendas,316,006
2022-10,125,Reino Unido,28006,Alcobendas,736,006
2022-10,126,Alemania,28006,Alcobendas,605,006
2022-10,128,Rumania,28006,Alcobendas,46,006
2022-10,131,Suecia,28006,Alcobendas,121,006
2022-10,132,Suiza,28006,Alcobendas,257,006
2022-10,154,Rusia,28006,Alcobendas,30,006
2022-10,228,Marruecos,28006,Alcobendas,93,006
2022-10,301,Canada,28006,Alcobendas,38,006
2022-10,302,EE.UU.,28006,Alcobendas,590,006
2022-10,303,Mexico,28006,Alcobendas,248,006
2022-10,340,Argentina,28006,Alcobendas,102,006
2022-10,342,Brasil,28006,Alcobendas,99,006
2022-10,343,Colombia,28006,Alcobendas,287,006
2022-10,344,Chile,28006,Alcobendas,48,006
2022-10,345,Ecuador,28006,Alcobendas,39,006
2022-10,347,Paraguay,28006,Alcobendas,33,006
2022-10,348,Peru,28006,Alcobendas,120,006
2022-10,351,Venezuela,28006,Alcobendas,35,006
2022-10,407,China,28006,Alcobendas,103,006
2022-10,408,Emiratos arabes unidos,28006,Alcobendas,40,006
2022-10,410,India,28006,Alcobendas,60,006
2022-10,414,Israel,28006,Alcobendas,32,006
2022-10,415,Japón,28006,Alcobendas,35,006
2022-10,430,Republica de corea - corea del sur,28006,Alcobendas,67,006
2022-10,436,Turquia,28006,Alcobendas,33,006
2022-10,000,Total,28007,Alcorcón,3859,007
2022-10,010,Total Europa,28007,Alcorcón,2958,007
2022-10,011,Total Unión Europea,28007,Alcorcón,2553,007
2022-10,020,Total África,28007,Alcorcón,209,007
2022-10,030,Total América,28007,Alcorcón,607,007
2022-10,031,Total América del Norte,28007,Alcorcón,208,007
2022-10,033,Total Sudamérica,28007,Alcorcón,364,007
2022-10,040,Total Asia,28007,Alcorcón,82,007
2022-10,102,Austria,28007,Alcorcón,139,007
2022-10,103,Bélgica,28007,Alcorcón,50,007
2022-10,107,Dinamarca,28007,Alcorcón,60,007
2022-10,110,Francia,28007,Alcorcón,755,007
2022-10,113,Irlanda,28007,Alcorcón,44,007
2022-10,115,Italia,28007,Alcorcón,198,007
2022-10,117,Luxemburgo,28007,Alcorcón,73,007
2022-10,121,Países Bajos,28007,Alcorcón,465,007
2022-10,122,Polonia,28007,Alcorcón,85,007
2022-10,123,Portugal,28007,Alcorcón,155,007
2022-10,125,Reino Unido,28007,Alcorcón,311,007
2022-10,126,Alemania,28007,Alcorcón,343,007
2022-10,128,Rumania,28007,Alcorcón,69,007
2022-10,131,Suecia,28007,Alcorcón,75,007
2022-10,132,Suiza,28007,Alcorcón,72,007
2022-10,220,Guinea ecuatorial,28007,Alcorcón,41,007
2022-10,228,Marruecos,28007,Alcorcón,145,007
2022-10,302,EE.UU.,28007,Alcorcón,132,007
2022-10,343,Colombia,28007,Alcorcón,180,007
2022-10,348,Peru,28007,Alcorcón,90,007
2022-10,351,Venezuela,28007,Alcorcón,33,007
2022-10,407,China,28007,Alcorcón,33,007
2022-10,000,Total,28008,Aldea del Fresno,122,008
2022-10,010,Total Europa,28008,Aldea del Fresno,107,008
2022-10,011,Total Unión Europea,28008,Aldea del Fresno,96,008
2022-10,000,Total,28009,Algete,963,009
2022-10,010,Total Europa,28009,Algete,771,009
2022-10,011,Total Unión Europea,28009,Algete,638,009
2022-10,020,Total África,28009,Algete,30,009
2022-10,030,Total América,28009,Algete,135,009
2022-10,031,Total América del Norte,28009,Algete,74,009
2022-10,033,Total Sudamérica,28009,Algete,53,009
2022-10,102,Austria,28009,Algete,49,009
2022-10,110,Francia,28009,Algete,101,009
2022-10,115,Italia,28009,Algete,48,009
2022-10,121,Países Bajos,28009,Algete,87,009
2022-10,122,Polonia,28009,Algete,36,009
2022-10,125,Reino Unido,28009,Algete,82,009
2022-10,126,Alemania,28009,Algete,203,009
2022-10,132,Suiza,28009,Algete,39,009
2022-10,302,EE.UU.,28009,Algete,48,009
2022-10,343,Colombia,28009,Algete,30,009
2022-10,000,Total,28010,Alpedrete,171,010
2022-10,010,Total Europa,28010,Alpedrete,142,010
2022-10,011,Total Unión Europea,28010,Alpedrete,132,010
2022-10,121,Países Bajos,28010,Alpedrete,33,010
2022-10,000,Total,28011,Ambite,35,011
2022-10,000,Total,28012,Anchuelo,77,012
2022-10,010,Total Europa,28012,Anchuelo,60,012
2022-10,011,Total Unión Europea,28012,Anchuelo,50,012
2022-10,000,Total,28013,Aranjuez,2623,013
2022-10,010,Total Europa,28013,Aranjuez,2270,013
2022-10,011,Total Unión Europea,28013,Aranjuez,2018,013
2022-10,020,Total África,28013,Aranjuez,124,013
2022-10,030,Total América,28013,Aranjuez,199,013
2022-10,031,Total América del Norte,28013,Aranjuez,50,013
2022-10,033,Total Sudamérica,28013,Aranjuez,140,013
2022-10,102,Austria,28013,Aranjuez,68,013
2022-10,103,Bélgica,28013,Aranjuez,48,013
2022-10,107,Dinamarca,28013,Aranjuez,44,013
2022-10,110,Francia,28013,Aranjuez,418,013
2022-10,112,Hungria,28013,Aranjuez,49,013
2022-10,115,Italia,28013,Aranjuez,157,013
2022-10,117,Luxemburgo,28013,Aranjuez,66,013
2022-10,121,Países Bajos,28013,Aranjuez,365,013
2022-10,122,Polonia,28013,Aranjuez,106,013
2022-10,123,Portugal,28013,Aranjuez,70,013
2022-10,125,Reino Unido,28013,Aranjuez,194,013
2022-10,126,Alemania,28013,Aranjuez,339,013
2022-10,128,Rumania,28013,Aranjuez,98,013
2022-10,131,Suecia,28013,Aranjuez,78,013
2022-10,132,Suiza,28013,Aranjuez,45,013
2022-10,143,República Checa,28013,Aranjuez,44,013
2022-10,228,Marruecos,28013,Aranjuez,111,013
2022-10,302,EE.UU.,28013,Aranjuez,39,013
2022-10,343,Colombia,28013,Aranjuez,102,013
2022-10,000,Total,28014,Arganda del Rey,2318,014
2022-10,010,Total Europa,28014,Arganda del Rey,1976,014
2022-10,011,Total Unión Europea,28014,Arganda del Rey,1793,014
2022-10,020,Total África,28014,Arganda del Rey,62,014
2022-10,030,Total América,28014,Arganda del Rey,243,014
2022-10,031,Total América del Norte,28014,Arganda del Rey,111,014
2022-10,033,Total Sudamérica,28014,Arganda del Rey,121,014
2022-10,040,Total Asia,28014,Arganda del Rey,35,014
2022-10,102,Austria,28014,Arganda del Rey,85,014
2022-10,103,Bélgica,28014,Arganda del Rey,38,014
2022-10,107,Dinamarca,28014,Arganda del Rey,55,014
2022-10,110,Francia,28014,Arganda del Rey,454,014
2022-10,115,Italia,28014,Arganda del Rey,90,014
2022-10,117,Luxemburgo,28014,Arganda del Rey,62,014
2022-10,121,Países Bajos,28014,Arganda del Rey,390,014
2022-10,122,Polonia,28014,Arganda del Rey,44,014
2022-10,123,Portugal,28014,Arganda del Rey,80,014
2022-10,125,Reino Unido,28014,Arganda del Rey,126,014
2022-10,126,Alemania,28014,Arganda del Rey,197,014
2022-10,128,Rumania,28014,Arganda del Rey,195,014
2022-10,131,Suecia,28014,Arganda del Rey,71,014
2022-10,132,Suiza,28014,Arganda del Rey,39,014
2022-10,228,Marruecos,28014,Arganda del Rey,49,014
2022-10,302,EE.UU.,28014,Arganda del Rey,95,014
2022-10,343,Colombia,28014,Arganda del Rey,57,014
2022-10,000,Total,28015,Arroyomolinos,549,015
2022-10,010,Total Europa,28015,Arroyomolinos,434,015
2022-10,011,Total Unión Europea,28015,Arroyomolinos,404,015
2022-10,030,Total América,28015,Arroyomolinos,66,015
2022-10,033,Total Sudamérica,28015,Arroyomolinos,30,015
2022-10,102,Austria,28015,Arroyomolinos,41,015
2022-10,110,Francia,28015,Arroyomolinos,112,015
2022-10,121,Países Bajos,28015,Arroyomolinos,144,015
2022-10,126,Alemania,28015,Arroyomolinos,30,015
2022-10,000,Total,28017,Batres,141,017
2022-10,010,Total Europa,28017,Batres,96,017
2022-10,011,Total Unión Europea,28017,Batres,80,017
2022-10,030,Total América,28017,Batres,30,017
2022-10,000,Total,28018,Becerril de la Sierra,86,018
2022-10,010,Total Europa,28018,Becerril de la Sierra,68,018
2022-10,011,Total Unión Europea,28018,Becerril de la Sierra,61,018
2022-10,000,Total,28019,Belmonte de Tajo,44,019
2022-10,010,Total Europa,28019,Belmonte de Tajo,44,019
2022-10,011,Total Unión Europea,28019,Belmonte de Tajo,38,019
2022-10,000,Total,28022,Boadilla del Monte,3041,022
2022-10,010,Total Europa,28022,Boadilla del Monte,2527,022
2022-10,011,Total Unión Europea,28022,Boadilla del Monte,2238,022
2022-10,030,Total América,28022,Boadilla del Monte,427,022
2022-10,031,Total América del Norte,28022,Boadilla del Monte,265,022
2022-10,033,Total Sudamérica,28022,Boadilla del Monte,147,022
2022-10,040,Total Asia,28022,Boadilla del Monte,68,022
2022-10,102,Austria,28022,Boadilla del Monte,127,022
2022-10,103,Bélgica,28022,Boadilla del Monte,35,022
2022-10,107,Dinamarca,28022,Boadilla del Monte,67,022
2022-10,110,Francia,28022,Boadilla del Monte,645,022
2022-10,115,Italia,28022,Boadilla del Monte,108,022
2022-10,117,Luxemburgo,28022,Boadilla del Monte,44,022
2022-10,121,Países Bajos,28022,Boadilla del Monte,750,022
2022-10,122,Polonia,28022,Boadilla del Monte,36,022
2022-10,123,Portugal,28022,Boadilla del Monte,73,022
2022-10,125,Reino Unido,28022,Boadilla del Monte,198,022
2022-10,126,Alemania,28022,Boadilla del Monte,242,022
2022-10,131,Suecia,28022,Boadilla del Monte,41,022
2022-10,132,Suiza,28022,Boadilla del Monte,72,022
2022-10,302,EE.UU.,28022,Boadilla del Monte,182,022
2022-10,340,Argentina,28022,Boadilla del Monte,53,022
2022-10,343,Colombia,28022,Boadilla del Monte,51,022
2022-10,407,China,28022,Boadilla del Monte,39,022
2022-10,000,Total,28023,"Boalo, El",298,023
2022-10,010,Total Europa,28023,"Boalo, El",249,023
2022-10,011,Total Unión Europea,28023,"Boalo, El",196,023
2022-10,030,Total América,28023,"Boalo, El",31,023
2022-10,110,Francia,28023,"Boalo, El",58,023
2022-10,121,Países Bajos,28023,"Boalo, El",31,023
2022-10,125,Reino Unido,28023,"Boalo, El",32,023
2022-10,126,Alemania,28023,"Boalo, El",32,023
2022-10,000,Total,28026,Brunete,928,026
2022-10,010,Total Europa,28026,Brunete,733,026
2022-10,011,Total Unión Europea,28026,Brunete,643,026
2022-10,020,Total África,28026,Brunete,37,026
2022-10,030,Total América,28026,Brunete,112,026
2022-10,031,Total América del Norte,28026,Brunete,46,026
2022-10,033,Total Sudamérica,28026,Brunete,59,026
2022-10,040,Total Asia,28026,Brunete,43,026
2022-10,102,Austria,28026,Brunete,44,026
2022-10,107,Dinamarca,28026,Brunete,30,026
2022-10,110,Francia,28026,Brunete,150,026
2022-10,115,Italia,28026,Brunete,31,026
2022-10,121,Países Bajos,28026,Brunete,234,026
2022-10,125,Reino Unido,28026,Brunete,58,026
2022-10,126,Alemania,28026,Brunete,66,026
2022-10,128,Rumania,28026,Brunete,30,026
2022-10,343,Colombia,28026,Brunete,33,026
2022-10,407,China,28026,Brunete,33,026
2022-10,000,Total,28027,Buitrago del Lozoya,182,027
2022-10,010,Total Europa,28027,Buitrago del Lozoya,160,027
2022-10,011,Total Unión Europea,28027,Buitrago del Lozoya,151,027
2022-10,126,Alemania,28027,Buitrago del Lozoya,57,027
2022-10,000,Total,28028,Bustarviejo,251,028
2022-10,010,Total Europa,28028,Bustarviejo,189,028
2022-10,011,Total Unión Europea,28028,Bustarviejo,165,028
2022-10,020,Total África,28028,Bustarviejo,31,028
2022-10,110,Francia,28028,Bustarviejo,33,028
2022-10,121,Países Bajos,28028,Bustarviejo,52,028
2022-10,228,Marruecos,28028,Bustarviejo,30,028
2022-10,000,Total,28029,Cabanillas de la Sierra,91,029
2022-10,010,Total Europa,28029,Cabanillas de la Sierra,70,029
2022-10,011,Total Unión Europea,28029,Cabanillas de la Sierra,56,029
2022-10,000,Total,28030,"Cabrera, La",451,030
2022-10,010,Total Europa,28030,"Cabrera, La",415,030
2022-10,011,Total Unión Europea,28030,"Cabrera, La",367,030
2022-10,110,Francia,28030,"Cabrera, La",92,030
2022-10,121,Países Bajos,28030,"Cabrera, La",31,030
2022-10,122,Polonia,28030,"Cabrera, La",57,030
2022-10,125,Reino Unido,28030,"Cabrera, La",32,030
2022-10,126,Alemania,28030,"Cabrera, La",104,030
2022-10,000,Total,28031,Cadalso de los Vidrios,46,031
2022-10,010,Total Europa,28031,Cadalso de los Vidrios,37,031
2022-10,000,Total,28032,Camarma de Esteruelas,188,032
2022-10,010,Total Europa,28032,Camarma de Esteruelas,150,032
2022-10,011,Total Unión Europea,28032,Camarma de Esteruelas,139,032
2022-10,102,Austria,28032,Camarma de Esteruelas,43,032
2022-10,000,Total,28033,Campo Real,236,033
2022-10,010,Total Europa,28033,Campo Real,166,033
2022-10,011,Total Unión Europea,28033,Campo Real,132,033
2022-10,030,Total América,28033,Campo Real,41,033
2022-10,121,Países Bajos,28033,Campo Real,41,033
2022-10,000,Total,28034,Canencia,51,034
2022-10,010,Total Europa,28034,Canencia,44,034
2022-10,011,Total Unión Europea,28034,Canencia,40,034
2022-10,000,Total,28035,Carabaña,122,035
2022-10,010,Total Europa,28035,Carabaña,94,035
2022-10,011,Total Unión Europea,28035,Carabaña,76,035
2022-10,000,Total,28036,Casarrubuelos,46,036
2022-10,010,Total Europa,28036,Casarrubuelos,30,036
2022-10,011,Total Unión Europea,28036,Casarrubuelos,30,036
2022-10,000,Total,28037,Cenicientos,50,037
2022-10,010,Total Europa,28037,Cenicientos,46,037
2022-10,011,Total Unión Europea,28037,Cenicientos,43,037
2022-10,000,Total,28038,Cercedilla,201,038
2022-10,010,Total Europa,28038,Cercedilla,165,038
2022-10,011,Total Unión Europea,28038,Cercedilla,141,038
2022-10,110,Francia,28038,Cercedilla,39,038
2022-10,121,Países Bajos,28038,Cercedilla,48,038
2022-10,000,Total,28040,Ciempozuelos,738,040
2022-10,010,Total Europa,28040,Ciempozuelos,573,040
2022-10,011,Total Unión Europea,28040,Ciempozuelos,522,040
