ano,semana,site,benzene,co,no,no2,nox,o3,pm10,pm2.5,so2,site_name,X,Y
2021,37,es0118a,0.1490909090909091,0.16233766233766234,7.509090909090909,35.266666666666666,46.81212121212121,41.58048192771084,24.74251497005988,17.904191616766468,5.730538922155689,ESCUELAS AGUIRRE,-3.68222222,40.42166666
2021,37,es0120a,0.20727272727272728,NA,8.785714285714286,34.214285714285715,47.654761904761905,NA,NA,NA,NA,RAMÓN Y CAJAL,-3.67722222,40.45166666
2021,37,es0124a,NA,NA,6.303571428571429,27.238095238095237,36.892857142857146,47.99785714285714,NA,NA,NA,ARTURO SORIA,-3.63916666,40.44
2021,37,es0125a,NA,NA,10.660714285714286,38.226190476190474,54.642857142857146,38.75922619047619,NA,NA,NA,VILLAVERDE,-3.705,40.34694444
2021,37,es0126a,0.1484848484848485,NA,7.455089820359281,29.281437125748504,40.73652694610779,38.49161676646707,19.449101796407184,NA,NA,FAROLILLO,-3.73194444,40.39472222
2021,37,es1193a,0.17701863354037267,NA,3.5939393939393938,18.193939393939395,23.69090909090909,44.309030303030305,14.812121212121212,7.824242424242424,NA,CASA DE CAMPO,-3.74916666,40.42
2021,37,es1422a,NA,0.2571428571428572,6.011904761904762,28.928571428571427,38.220238095238095,45.723035714285714,NA,NA,8.541666666666666,PLAZA DEL CARMEN,-3.70333333,40.41916666
2021,37,es1426a,NA,NA,6.565476190476191,32.36309523809524,42.45238095238095,NA,19.36904761904762,NA,6,MORATALAZ,-3.64527777,40.40805555
2021,37,es1521a,NA,NA,4.898809523809524,28.773809523809526,36.226190476190474,42.45955974842767,NA,NA,NA,BARRIO DEL PILAR,-3.71138888,40.47833333
2021,37,es1525a,0.12484076433121019,NA,7.788819875776397,28.63975155279503,40.577639751552795,NA,13.30188679245283,9.10062893081761,NA,CUATRO CAMINOS-PABLO IGLESIAS,-3.70638888,40.44527777
2021,37,es1532a,NA,NA,6.065476190476191,28.988095238095237,38.23809523809524,NA,15.231578947368421,NA,NA,PUENTE DE VALLECAS,-3.65138888,40.38805555
2021,37,es1563a,NA,0.40714285714285714,6.171428571428572,23.014285714285716,32.43571428571428,46.17857142857143,17.385714285714286,7.442857142857143,3.1,ALCAL� DE HENARES,-3.377949,40.479328
2021,37,es1564a,0.1819277108433735,NA,2.604790419161677,17.131736526946106,21.359281437125748,51.2289156626506,13.30952380952381,NA,NA,ALCOBENDAS,-3.645253,40.540351
2021,37,es1565a,0.12608695652173912,NA,4.957055214723926,23.061349693251532,30.742331288343557,54.867924528301884,18.57831325301205,NA,NA,FUENLABRADA,-3.800946,40.281505
2021,37,es1567a,NA,NA,9.817073170731707,34.90243902439025,49.853658536585364,46.14110429447853,19.67065868263473,9.964071856287426,NA,LEGAN�S,-3.7545,40.3397
2021,37,es1568a,NA,0.4123456790123457,2.925925925925926,21.567901234567902,26.382716049382715,49.54320987654321,15.39877300613497,NA,1,M�STOLES,-3.87677,40.3242
2021,37,es1611a,NA,NA,1.6341463414634145,10.963414634146341,13.713414634146341,54.44512195121951,15.820359281437126,NA,NA,ARANJUEZ,-3.5914,40.03327
2021,37,es1612a,NA,NA,3.981707317073171,17.396341463414632,23.50609756097561,50.65853658536585,14.127272727272727,NA,NA,MAJADAHONDA,-3.8689,40.4461
2021,37,es1613a,NA,0.5236363636363637,4.209580838323354,16.281437125748504,22.87425149700599,56.23353293413174,14.232142857142858,NA,NA,COLMENAR VIEJO,-3.7739,40.6646
2021,37,es1645a,NA,NA,6.571428571428571,29.238095238095237,39.38690476190476,44.433392857142856,NA,NA,NA,BARAJAS - PUEBLO,-3.575,40.47472222
2021,37,es1752a,NA,NA,4.433734939759036,20.650602409638555,27.542168674698797,49.13253012048193,17.476190476190474,8.821428571428571,NA,TORREJON DE ARDOZ,-3.4776,40.4495
2021,37,es1801a,NA,NA,4.162650602409639,16.5,23.156626506024097,51.0722891566265,20.291666666666668,NA,NA,ARGANDA DEL REY,-3.45883056,40.3006944
2021,37,es1802a,0.10304878048780489,0.44337349397590364,1.0179640718562875,3.1137724550898205,5.125748502994012,70.98192771084338,13.202380952380953,6.455089820359281,1,EL ATAZAR,-3.4679,40.909
2021,37,es1803a,0.27228915662650605,NA,6.9156626506024095,20.93975903614458,31.674698795180724,43.07831325301205,NA,9.375,1,COLLADO VILLALBA,-4.01425,40.6339
2021,37,es1805a,NA,NA,1.7125748502994012,6.610778443113772,9.574850299401197,51.1437125748503,12.404761904761905,NA,NA,GUADALIX DE LA SIERRA,-3.702147222,40.780633333
2021,37,es1806a,NA,0.4843373493975904,1.1616766467065869,4.7604790419161676,6.916167664670659,66.73652694610779,11.958333333333334,NA,2.0963855421686746,ORUSCO DE TAJU�A,-3.2211,40.2876
2021,37,es1807a,NA,NA,8.604790419161677,26.131736526946106,39.26946107784431,44.38787878787879,18.821428571428573,NA,NA,RIVAS-VACIAMADRID,-3.5429,40.3597
2021,37,es1808a,NA,NA,1.1497005988023952,4.227544910179641,6.413173652694611,65.33132530120481,11.660714285714286,NA,NA,SAN MARTIN DE VALDEIGLESIAS,-4.3981,40.3677
2021,37,es1809a,NA,NA,4.432926829268292,22.054878048780488,29.01219512195122,51.44512195121951,NA,9.542682926829269,NA,VALDEMORO,-3.680265,40.185241
2021,37,es1810a,NA,0.1303030303030303,1.311377245508982,5.616766467065868,8.017964071856287,63.616766467065865,15.398809523809524,9.452380952380953,1.9757575757575758,VILLA DEL PRADO,-4.2752,40.2479
2021,37,es1811a,NA,NA,1.9575757575757575,13.872727272727273,17.1890243902439,62.345454545454544,NA,8.267857142857142,NA,VILLAREJO DE SALVANES,-3.2766,40.1672
2021,37,es1838a,NA,NA,1.6987951807228916,9.55421686746988,12.493975903614459,56.587878787878786,NA,8.047619047619047,NA,ALGETE,-3.5033,40.5997
2021,37,es1869a,NA,NA,9.620481927710843,30.457831325301203,45.036144578313255,38.89156626506024,19.041666666666668,9.607142857142858,NA,COSLADA,-3.5424,40.4306
2021,37,es1890a,NA,NA,3.5792682926829267,21.658536585365855,27.182926829268293,48.214723926380366,NA,6.957055214723926,NA,ALCORC�N,-3.8337,40.3419
2021,37,es1937a,NA,NA,9.416666666666666,24.547619047619047,39.01190476190476,NA,24.51875,19.73125,NA,MENDEZ ALVARO,-3.68666666,40.39805555
2021,37,es1938a,NA,NA,3.8719512195121952,28.158536585365855,33.99390243902439,NA,13.353658536585366,8.615853658536585,NA,CASTELLANA,-3.69027777,40.43972222
2021,37,es1939a,NA,NA,2.4012345679012346,19.51851851851852,23.166666666666668,40.50089820359281,NA,NA,NA,RETIRO,-3.68555555,40.40972222
