id_inf,grupo,tipo,nombre,CODMUN,DIRECCION,info,CMUN,CDIS,dist_aeropuerto,dist_intercambiador,dist_cercanias,dist_hospital,dist_universidad,dist_gob,dist_embajada,dist_ccomercial,X,Y
954,Transporte,Estaciones de metro,El Carmen,079,"Calle Alcalá, 258 (c/v Calle José Villena)",Líneas: 5,079,15,7.699533196321929,1.6041487970135362,2.992826545156798,1.3146992173809704,0.2384852298410195,0.159162678076957,0,0.1770054453828386,-3.656438734357762,40.43202346932176
955,Transporte,Estaciones de metro,El Carrascal,074,"Avenida Rey Juan Carlos I, 110",Líneas: 12 (Metrosur),074,05,4.734679516824695,4.338165533027199,0.809304749964063,2.4687800176639856,0.2202288848812007,0.2706749846147996,0.09543523395514247,0.3909084529100104,-3.740281434431678,40.336602873399166
956,Transporte,Estaciones de metro,El Casar,065,"Avenida del Casar, s/n (templete)",Líneas: 12 (Metrosur) - Renfe,065,02,7.9479946977853615,3.889239213117475,0.00349899068684692,2.8336957694996583,0.41752416354640504,0.16791622851255156,0.16934960631506502,0.13980435020088852,-3.7096503280561777,40.31837444288372
957,Transporte,Estaciones de metro,Embajadores,079,Glorieta Embajadores c/v Calle Miguel Servet,"Líneas: 3 - Renfe, 5",079,01,7.181521548262361,1.0478573944422032,0.02798572353698467,1.0571034520868374,9.597370597239156,0,9.511518058899918,1.132562725689391,-3.7024433752872,40.404937868731935
958,Transporte,Estaciones de metro,Empalme,079,"Calle Tembleque, 119",Líneas: 5,079,10,2.402136391191647,0.713205640932316,0.6616539954137532,1.205272585027395,2.218379543743526,1.9524179710067149,38.92798027452959,3.3928886085353143,-3.7658217119911335,40.39086686801637
959,Transporte,Estaciones de metro,Esperanza,079,"Calle Andorra, 41-51",Líneas: 4,079,16,6.250237069222326,2.4745714530814653,3.1521016501119847,1.114175484682766,0.7558401627209878,0,4.47878185805406,0.6711125036760175,-3.645861876016634,40.45954453495427
960,Transporte,Estaciones de metro,Estación de Aravaca,079,"Avenida del Talgo, s/n",Líneas: ML 2 - Renfe,079,09,8.719467131753616,5.76745919541484,0.03747650922180527,1.568249938419988,0.8560308961866354,0.7293368180745419,1.5501148230235666,1.0545590585123332,-3.7856242730503062,40.448338020014475
961,Transporte,Estaciones de metro,Estación del Arte,079,"Glorieta Carlos V, 11",Líneas: 1,079,01,8.173356811104528,0.05257441037347633,0.23474106471970235,1.0433068874118197,6.127701213023068,0,15.34795792512979,1.7394237627141846,-3.691539007168648,40.40863643872338
962,Transporte,Estaciones de metro,Estadio Metropolitano,079,Calle Estocolmo c/v Calle Sofía,Líneas: 7,079,20,3.817807509001495,1.8323097342515824,3.557669258753591,2.539610030488872,0.5032579012624274,0.3300319232717589,0,0.3642089463316902,-3.601426614012844,40.43325650157817
963,Transporte,Estaciones de metro,Estrecho,079,"Calle Bravo Murillo, 181",Líneas: 1,079,06,11.058375035259838,0.7578687452526407,1.196589816169243,0.7904426549646618,2.8500050027724466,0,2.616078700904924,0.13963038933918465,-3.702808375902408,40.45447186842959
964,Transporte,Estaciones de metro,Estrella,079,"Calle Camino de los Vinateros, 1",Líneas: 9,079,14,9.229959262459012,0.8009739706196183,2.153954212245158,0.8467618831917654,0.4253333621325297,0.26885589501456775,0,0.21745348233347697,-3.661271330124684,40.41118409781196
965,Transporte,Estaciones de metro,Eugenia de Montijo,079,"Calle Ocaña, 70",Líneas: 5,079,11,2.5923612026456615,0.8695798580840504,0.9033738823614316,0.5588954903368086,0.5606387030450976,0,0.241966588509743,0.27289197134466386,-3.7506368571953304,40.384723010995906
966,Transporte,Estaciones de metro,Feria de Madrid,079,"Avenida Capital de España Madrid, s/n",Líneas: 8,079,21,3.741966417069248,1.7041506978594805,1.984028217216702,1.8942913113797015,0.5825662203917602,0.39654513171957506,0,0.02857890001796379,-3.6162364249648378,40.463978471451625
967,Transporte,Estaciones de metro,Ferial de Boadilla,022,Ctra. Boadilla-Villaviciosa c/v Calle Santillana del Mar,Líneas: ML 3,022,01,9.540604988535234,8.87610989583008,7.009755233911679,3.248619402621099,0.501110413636,1.2002967705047412,9.716417265606571,0.968684675796235,-3.879442567503264,40.402014284276554
968,Transporte,Estaciones de metro,Francos Rodriguez,079,"Calle Moguer, 1",Líneas: 7,079,09,10.928694905468694,1.212355701227796,1.975877849574343,0.32242721974876115,0.13559433107960403,0.09502060283470416,0,0.18808800751827257,-3.712017742740772,40.45674936863714
969,Transporte,Estaciones de metro,Fuencarral,079,"Calle Molins de Rey, 4",Líneas: 10,079,08,10.970937791634151,2.7309191569771523,0.7887312504195286,0.8647583130740089,0.6510008455880212,0.3881048132588956,0,0.28283715713414537,-3.6932634829647566,40.49511717635668
970,Transporte,Estaciones de metro,Fuenlabrada Central,058,"Paseo de la Estación, s/n (templete)",Líneas: 12 (Metrosur) - Renfe,058,04,9.921370332653495,11.791204415740458,0.00358416567839107,1.4551300956980135,0.2206865979526025,0.14748908104754485,0.17163074955827468,0.09375396507341248,-3.7991286905074655,40.28281992557794
971,Transporte,Estaciones de metro,Fuente de la Mora,079,"Camino Fuente de la Mora, 6",Líneas: ML 1 - Renfe,079,16,8.156156703399292,2.159530632630676,0.0054634237536177,0.4831369027829238,0.12319891108891554,0.13851078009974052,1.561048012755455,0.8134440021118825,-3.662972631498067,40.48508193865429
972,Transporte,Estaciones de metro,García Noblejas,079,"Calle Luis del Campo, s/n c/v Avenida de la Institución Libre de Enseñanza",Líneas: 7,079,15,6.144951218708063,1.1231998384520194,4.349469627412195,1.405418544996942,0.49107350046783627,0.2633946830300539,0,0.6391894656132094,-3.633128961433598,40.42864175330452
973,Transporte,Estaciones de metro,Getafe Central,065,"Calle Muelle, s/n (estación Cercanías). Nivel -1,5 al terminar las escaleras mecanicas",Líneas: 12 (Metrosur) - Renfe,065,03,7.553538455031727,5.755783215994874,0.00452199475561895,0.7782255582042376,0.6754809876221216,0.08311165321031705,0.07324450723546286,0.6835296168380838,-3.7340111839373207,40.309926289384514
974,Transporte,Estaciones de metro,Goya,079,"Calle Conde de Peñalver, 2 (c/v Calle Alcalá)","Líneas: 2, 4",079,04,9.57751815345519,0.00475999264969182,1.14673019796832,0.4596383399654023,0.4532395081181418,0,0.11611175317037851,0.19225232187969069,-3.6762960311313178,40.42455688838763
975,Transporte,Estaciones de metro,Gran Vía,079,"Calle Gran Vía, 25","Líneas: 1 - Renfe, 5",079,01,8.260849205618833,0.31610070495846637,0.3205123096079835,1.315013251740403,12.375445840826693,0,21.816454697922374,3.4091812701920334,-3.701711610664764,40.41987032659895
976,Transporte,Estaciones de metro,Gregorio Marañón,079,"Calle Miguel Angel, 33","Líneas: 7, 10",079,07,10.29559874339142,0.9485186690119616,0.9330368698638116,0.4102558573008172,0.9153660509486962,0.1469814751403472,0,0.6395799672923833,-3.6914882710261487,40.438043267347616
977,Transporte,Estaciones de metro,Guzmán El Bueno,079,"Calle General Rodrigo, 17 (Avenida Reina Victoria-Hacienda)","Líneas: 6, 7",079,07,9.82658390779605,0.4666314232919431,1.5066817500018783,0.16200786880115814,0.10592343473644517,0.2589375448744254,0,0.08087998303640892,-3.712174617312201,40.44635738608062
978,Transporte,Estaciones de metro,Henares,130,"Avenida Algorta, 12",Líneas: 7,130,01,6.041939091023521,6.845142847709272,2.8202653376640763,0.4673599510743627,0.4817427764403975,0.09863977947585562,0,0.5424353390306326,-3.527205656049384,40.41778661787704
979,Transporte,Estaciones de metro,Herrera Oria,079,Calle Ginzo de Limia c/v Calle Fermín Caballero,Líneas: 9,079,08,11.712161561361588,2.3834445252625023,1.138132880605922,0.6188691873456695,0.34680327122163285,0.14103471134640852,0,0.12606175912895545,-3.707720067805339,40.484520718073775
980,Transporte,Estaciones de metro,Hortaleza,079,"Calle Manuel Chaves Nogales, 4",Líneas: 4,079,16,6.957567915438621,2.5606734888707305,1.4006285857500784,1.282676911766563,0.5990392854281441,0,2.994504378793836,1.2036614614481522,-3.652236306497804,40.47475205406376
981,Transporte,Estaciones de metro,Hospital 12 de Octubre,079,"Glorieta Málaga, s/n",Líneas: 3,079,12,6.705767326024987,1.797345082052948,0.4862737885872567,0.27357758068349736,3.300463143447402,0,5.932385202660384,1.143066804088377,-3.6958101435154234,40.375308707677675
982,Transporte,Estaciones de metro,Hospital Infanta Sofía,134,"Paseo de Europa, s/n",Líneas: 10,134,01,11.54704293146067,7.746928074758168,2.499398807841533,0.21118427892278296,0.10867782681222148,0.5196413423700615,0.1803264772422356,0.28386634245388426,-3.6109404482560414,40.55989020521437
983,Transporte,Estaciones de metro,Hospital Severo Ochoa,074,"Avenida Orellana, s/n",Líneas: 12 (Metrosur),074,01,5.394143529717807,7.104681163139816,0.7854663302905992,0.06043489891842806,0.8544252150101025,0.14419847666841193,10.391109773639498,0.08114682696896615,-3.768615761116268,40.321793281542575
984,Transporte,Estaciones de metro,Hospital de Fuenlabrada,058,"Camino del Molino, s/n (pares)",Líneas: 12 (Metrosur),058,07,10.05318416986423,12.076261097007876,1.470323821667664,0.15550980261952035,0.994218067034355,0.29165657908953196,0.2356244139069712,0.2847209639608818,-3.816818516611503,40.28554637585765
985,Transporte,Estaciones de metro,Hospital de Móstoles,092,"Calle Río Sella, s/n",Líneas: 12 (Metrosur),092,04,10.370223685684117,12.327640892504686,1.6247403832762242,0.25594331980688023,1.7143218823019146,0.8004709944304949,5.485407757295558,0.2671079835268313,-3.874576845192668,40.31638790002499
986,Transporte,Estaciones de metro,Hospital del Henares,049,Frente al Hospital del Henares,Líneas: 7,049,02,5.649325343303032,6.497705751795886,2.3052110152705487,0.17851454390006277,11.859585382437809,0.31144319580205093,20.457186702885465,7.101742454142539,-3.534718135609066,40.417732521819474
987,Transporte,Estaciones de metro,Ibiza,079,"Calle Ibiza 4 - 7, bulevar (Semiesq. Calle Lope de Rueda)",Líneas: 9,079,03,9.778015449702572,0.6343810416621979,1.2293403855519704,0.4736868466379443,0.5944024685364563,0.32744911495383394,0,0.7607856514503487,-3.678000771072007,40.41836070959612
988,Transporte,Estaciones de metro,Iglesia,079,"Paseo General Martínez Campos, 1",Líneas: 1,079,07,9.577028883688262,1.3762616167179142,1.3360030650290864,0.2707243674778099,0.1375870147203732,0,0.07562821075156391,0.5775612902006784,-3.6987388745145138,40.43474582619511
989,Transporte,Estaciones de metro,Infante Don Luis,022,Avenida Siglo XXI c/v Avenida Infante Don Luis,Líneas: ML 3,022,01,11.124568384746212,10.432433325731065,8.309289310096355,4.598507715689519,0.11578029539195012,0.17153470695481926,6.978894301049263,1.390324681482523,-3.897467056902605,40.40601999318906
990,Transporte,Estaciones de metro,Islas Filipinas,079,"Calle Cea Bermúdez, 64",Líneas: 7,079,07,9.155416369295256,0.6072174093679346,1.952243108490319,0.3328948341058459,0.26133281566603744,0.20265080290758428,0,0.2911905046582405,-3.7141043795370345,40.43905360147035
991,Transporte,Estaciones de metro,Jarama,130,Plaza de Guernica c/v Avenida San Sebastián,Líneas: 7,130,01,5.707926827114816,6.466090359367771,2.3019022416632957,0.7909307118594046,0.6178542780826617,0.30242329617698416,0,0.2159869075047971,-3.525445959923773,40.42293689521416
992,Transporte,Estaciones de metro,Joaquín Vilumbrales,007,Avenida Libertad s/n c/v Calle Parque Ordesa,Líneas: 10,007,02,3.5796134063186686,5.60193169473094,1.0314249272968012,2.522450437815353,3.129399914836307,0.1899475310919393,1.1065875449843718,0.28727136473806003,-3.807481876229197,40.34981841776177
993,Transporte,Estaciones de metro,José Isbert,115,"Calle José Isbert, 3",Líneas: ML 3,115,01,3.0580973349918494,1.3009598423255286,1.7776324157209713,0.8513373220685635,0.8924919476657384,0.8785462009602841,0.717354295657614,0.8539541424748949,-3.7899917462013697,40.39529008785132
994,Transporte,Estaciones de metro,Juan de la Cierva,065,"Avenida de España, 16",Líneas: 12 (Metrosur),065,04,7.851185637454318,5.01074330450124,0.9948908320524424,1.6950488982304213,0.41932873656198755,0.3304222823153593,0.16028696828739494,0.341460166408679,-3.722460715118699,40.31186803567005
995,Transporte,Estaciones de metro,Julián Besteiro,074,"Avenida Rey Juan Carlos I, 30",Líneas: 12 (Metrosur),074,04,4.386648504435693,5.382470170272127,0.7685379129207206,1.473138882517073,0.22194636661788683,0.22967746412978585,0.2213125096739829,0.31773233788126,-3.752456330445467,40.33463845401065
996,Transporte,Estaciones de metro,La Almudena,079,"Calle Arriaga, 75",Líneas: 2,079,15,6.980760109939006,1.5069342297983568,4.382383773091656,1.835073810558542,3.486786961349809,1.0858502232253868,0.8513269757038336,0.6953360483460576,-3.639141216347153,40.42364868361862
997,Transporte,Estaciones de metro,La Elipa,079,"Avenida Marqués de Corbera, 56",Líneas: 2,079,15,7.617905090340065,1.6665606335802636,3.40832387692857,1.7615384277940696,6.580354111078514,0,21.727802951026582,0.8097985237173678,-3.6506671763654057,40.42640941781877
998,Transporte,Estaciones de metro,La Fortuna,074,"Calle San José, 44, semiesquina Calle del Carmen",Líneas: 11,074,06,1.3899228784181137,3.3905190515314727,2.476839017313879,0.48168237646277207,2.2109792633380385,2.860383172843273,7.03952688996965,0.5193924065126337,-3.777593459226221,40.35799809024755
999,Transporte,Estaciones de metro,La Gavia,079,"Avenida Ensanche de Vallecas c/v Calle Alto de la Sartenilla, 2",Líneas: 1,079,18,10.67496466414201,4.019154054335481,1.7430506696991548,1.4307545739346117,7.4127768659141084,0,5.84768191693167,6.364659083531121,-3.612590429189583,40.36921095262633
1000,Transporte,Estaciones de metro,La Granja,006,"Calle Sepúlveda, 3 c/v Calle La Granja",Líneas: 10,006,01,10.490518026263429,6.513577178004104,2.226637549283328,2.800897732788479,0.37410996905532146,0.32730346198714044,0,0.7221419893578108,-3.6585752485434897,40.52769337145921
1001,Transporte,Estaciones de metro,La Latina,079,"Calle Toledo, 56",Líneas: 5,079,01,7.1993086563249715,0.7402563148225169,0.7377895356032328,0.49984765134975906,0.5288994767336825,0,0,0.2253776345385021,-3.708364915849446,40.4112779491944
1002,Transporte,Estaciones de metro,La Moraleja,006,"Avenida de Bruselas, 14",Líneas: 10,006,01,9.618261254897831,5.816260468129206,1.640967061962989,3.557512679810603,0.4596651189432611,0.288415348914453,0,0.05671080130564081,-3.635474850724515,40.531939570413485
1003,Transporte,Estaciones de metro,La Peseta,079,"Avenida de la Peseta, 61",Líneas: 11,079,11,1.677164836574145,2.518773234824614,2.467029346463525,1.5183262896789178,0.33006576989701103,0.00701138189380986,4.483309078877405,0.29556110028231714,-3.757318093502077,40.363194005026344
1004,Transporte,Estaciones de metro,La Poveda,014,Ctra. de Campo Real (M-300) Km.2,"Líneas: 9, Zona B3",014,01,17.61417901261213,16.17598890425676,13.44295111551559,3.019490490231274,0.6857857307383534,0.5174997807813969,0,0.6451025916120915,-3.477822955439404,40.31887917915805
1005,Transporte,Estaciones de metro,La Rambla,049,"Calle Honduras, s/n semiesquina a Calle Méjico",Líneas: 7,049,02,4.386083588767553,5.282271984955866,1.1170922858200802,1.4888018140562598,1.1230603993585684,0.5963073505488264,0,0.4250697910017533,-3.5479424984803267,40.42515680085404
1006,Transporte,Estaciones de metro,Lacoma,079,"Calle Ramón Gómez de la Serna, 33",Líneas: 7,079,08,13.052877796155824,3.4668117151379976,1.1628116257758223,0.8532272796988001,0.3804507100484028,0.4170996770856301,0,0.40909027102083145,-3.723001247362676,40.484875213576906
1007,Transporte,Estaciones de metro,Lago,079,Puerta del Ángel (piscina municipal Casa de Campo),Líneas: 10,079,09,6.148066927626521,1.3765318846368415,1.4381359302856598,1.8595111956980703,1.1125520517120446,1.7395901764549235,2.2101719808496916,1.2826067694452117,-3.7348305146096648,40.41654541129933
1008,Transporte,Estaciones de metro,Laguna,079,Calle Alhambra c/v Calle Cuart de Poblet,Líneas: 6 - Renfe,079,10,4.089517076840242,2.0249864918725993,0.00252509693879189,0.23588160631355268,0.23506436252959323,0.4191004658017799,0,0.3961348672668076,-3.7444907774633287,40.39909172366503
1009,Transporte,Estaciones de metro,Las Musas,079,Avenida Niza s/n c/v Trva. Ronda,Líneas: 7,079,20,4.286762339307473,1.8350287980832605,3.620936040944256,2.214075978045718,0.1437048438575539,0.35159211604946516,0,0.622189539010151,-3.607688297542477,40.4325797901155
1010,Transporte,Estaciones de metro,Las Rosas,079,Paseo de Ginebra esq Calle Suecia,Líneas: 2,079,20,4.820386845028273,1.7837115106249757,2.5757043516125027,3.2027951113795763,23.314744221592676,0.7062103785089239,32.23887441384362,23.057329354310152,-3.6033178793889,40.4238323335806
1011,Transporte,Estaciones de metro,Las Suertes,079,"Calle Cañada del Santísimo c/v Avenida Ensanche de Vallecas, 80",Líneas: 1,079,18,11.022853904236278,5.176683773545605,2.7503286594076783,2.5911438755077656,41.11101958189949,0,31.691589259037944,31.81998174058847,-3.5995513803643253,40.363215955385144
1012,Transporte,Estaciones de metro,Las Tablas,079,"Calle Palas de Rey, 38 (aprox: entre 30 y 48)",Líneas: ML 1 - 10,079,08,9.777288133917493,4.177259542500549,1.3373377687009085,1.8340269313003985,1.2334619915530172,0.5211706558872097,0.3329684118801186,0.2984107197448396,-3.6692261233838934,40.50822660318343
1013,Transporte,Estaciones de metro,Lavapiés,079,"Calle Argumosa, 1",Líneas: 3,079,01,7.56600852073112,0.8349601066412455,0.3941960190899886,1.1234928993189948,1.5385787572053202,0,15.81790066269028,0.13747079479638014,-3.7005586810244817,40.40843355109382
1014,Transporte,Estaciones de metro,Leganés Central,074,Avenida del Cobre (templete),Líneas: 12 (Metrosur) - Renfe,074,01,4.608373097338555,6.375221211101638,7.075589951128414e-4,0.37506485482953583,0.928518688246389,0.6811237000128909,1.325649159040415,0.38032372115394913,-3.771549087249987,40.32891806217873
1015,Transporte,Estaciones de metro,Legazpi,079,"Plaza de Legazpi, 1","Líneas: 3, 6",079,02,7.172695744768696,0.00142748764877047,0.8226814418686381,1.7446890321394786,0.3887025383232956,0,12.90018621355147,0.6127943095600461,-3.694731958876123,40.39192323720549
1016,Transporte,Estaciones de metro,Lista,079,"Calle Conde de Peñalver, 47 (c/v Calle José Ortega y Gasset)",Líneas: 4,079,04,9.384695358043544,0.5308508053496993,1.4336589178121453,0.33040292103462343,5.2917483706289286,0,24.75717431056086,7.636761077364678,-3.6754802041363734,40.429159266440045
1017,Transporte,Estaciones de metro,Loranca,058,"Plaza de la Concordia, s/n",Líneas: 12 (Metrosur),058,09,9.739908439917324,11.81344238350905,3.545999467081214,2.109449738804473,0.25582915054104177,0.511806898637401,1.4030919220146012,0.5472386737030204,-3.837559711241252,40.29678583667811
1018,Transporte,Estaciones de metro,Los Espartales,065,"Avenida de Rigoberta Menchú, 3 (c/v Calle Rosa de Luxemburgo)",Líneas: 12 (Metrosur),065,02,7.008880913024933,3.6830619909021456,0.7717140754266595,2.43662069759853,0.4272986341737852,0.09058192033200506,0.16795933105411143,0.611651602892476,-3.7181623902861736,40.32421187116779
1019,Transporte,Estaciones de metro,Lucero,079,"Calle Cebreros, impares (c/v Calle Higueras, pares)",Líneas: 6,079,10,4.552032696035137,2.479891022300321,0.6452735021748383,0.5017109590361615,0.29120568813731956,0.07290458487062489,0,0.12243328030881964,-3.745403217662211,40.404784035502104
1020,Transporte,Estaciones de metro,Méndez Álvaro,079,"Calle Méndez Álvaro, 73 (Semiesq. Calle Pedro Bosch)",Líneas: 6 - Renfe,079,02,8.442899705195051,0.01194940039674582,0.06202033468411166,1.2650125597309094,0.30343345830545715,0.2931745894689205,0,0.4971551884682761,-3.679693857461402,40.395963239235826
1021,Transporte,Estaciones de metro,Móstoles Central,092,"Paseo de la Estación, s/n",Líneas: 12 (Metrosur) - Renfe,092,02,8.821588925180716,10.682161273308775,0.03654727907794665,1.269590104125018,1.767944228725922,0.2208739709547985,11.230040607900705,0.7200957664582487,-3.8635347804735582,40.32877392461193
1022,Transporte,Estaciones de metro,Manoteras,079,"Calle Vélez Rubio c/v Calle Bacares, 11",Líneas: 4,079,16,7.88369050651053,1.7339224799606987,0.9041516490203892,0.7088077572605735,1.291651910362422,0,1.0576568549844043,2.0765214904655624,-3.662764477177163,40.476480555931595
1023,Transporte,Estaciones de metro,Manuel Becerra,079,"Plaza Manuel Becerra, 4 (Calle Francisco Silvela/Calle Don Ramón de la Cruz)","Líneas: 2, 6",079,04,8.986371523276794,0.7118344962111772,1.8929922147088247,0.6093832871704989,1.1352664310762048,0,2.3243392060261354,1.8524316170192232,-3.66941400544027,40.427897185753594
1024,Transporte,Estaciones de metro,Manuel de Falla,006,"Calle Manuel de Falla, frente al nº 32",Líneas: 10,006,01,11.883110760282245,8.05120953699938,0.7116005101846703,3.164905187515319,0.7151294663159284,0.2824522917972076,0,0.21936921934624665,-3.6469186797301023,40.55055399142525
1025,Transporte,Estaciones de metro,Manuela Malasaña,092,Plaza del Sol s/n (altura del nº 30),Líneas: 12 (Metrosur),092,04,10.22617885204504,12.251639243334226,2.156598294294175,0.893399081724635,1.1123170790752832,0.7987547950039026,5.49110306319999,0.5419542747183055,-3.864786219549132,40.30911445912393
1026,Transporte,Estaciones de metro,Mar de Cristal,079,Calle Emigrantes c/v Calle Arequipa,"Líneas: 4, 8",079,16,5.693582632280934,3.297590357911959,2.300774800227293,2.1203623641574394,0.3899784154690851,0,0.4170996770856301,0.14819870464688248,-3.638649137772252,40.469467431345606
1027,Transporte,Estaciones de metro,Maria Tudor,079,"Calle Maria Tudor, s/n (frente a Calle Leonor de Austria)",Líneas: ML 1,079,16,8.411291475142585,3.4199069823959376,1.4170349338939825,0.5911538763544527,0.4742299051369355,0.13609360143787316,0.06220998528903269,0.3417978228659435,-3.65874814841318,40.49728268548551
1028,Transporte,Estaciones de metro,Marqués de Vadillo,079,"Glorieta Marqués de Vadillo, 1 (c/v Calle General Ricardos)",Líneas: 5,079,11,5.795244147093353,1.3252558763616042,0.7037275016660125,1.2919252713350076,0.6843017000464822,0,0.05782739575914013,0.49934994357804824,-3.7162821049646495,40.39746785593857
1029,Transporte,Estaciones de metro,Marqués de la Valdavia,006,"Calle Marqués de la Valdavia, 21",Líneas: 10,006,01,10.567662361053204,6.730240851863177,0.6596034192276768,2.9312425945619056,0.27925796403655423,0.05782739575914013,0,0.33698741584200387,-3.638077748425763,40.54089804156518
1030,Transporte,Estaciones de metro,Menéndez Pelayo,079,"Avenida Menéndez Pelayo, 123",Líneas: 1,079,03,8.76040968140905,0.8723887595526594,0.7716407132522014,0.4101852407317541,4.0217881748239686,0,6.402709375610922,0.6398135445769861,-3.681099737596517,40.40461271316541
1031,Transporte,Estaciones de metro,Miguel Hernández,079,"Avenida Albufera, 285 (c/v Avenida Rafael Alberti)",Líneas: 1,079,13,9.91081840696068,1.52779555512974,1.367181835590012,1.8214252133181419,8.164853167669913,0,18.507849937633253,1.5490546055904626,-3.639650543697425,40.38715286544746
1032,Transporte,Estaciones de metro,Mirasierra,079,"Calle Ventisquero de la Condesa, 28",Líneas: 9,079,08,12.686505819796803,3.5198844261532423,0.9186909679675708,0.2516673241139946,9.204490364819522,0.1593444457072743,8.268275925047938,3.0080937634684677,-3.7166009907405,40.49116736992562
1033,Transporte,Estaciones de metro,Moncloa,079,"Calle Princesa, 96 (Junta municipal)","Líneas: 3, 6",079,09,8.525253893907669,0.00467354260675085,1.3496327026212953,0.4251629899455123,1.0379801385885663,0,1.6042593026214529,0.18146449771460743,-3.7189944672454702,40.43441860088329
1034,Transporte,Estaciones de metro,Montecarmelo,079,"Avenida Monasterio de Silos, 63",Líneas: 10,079,08,11.627920441045536,3.878466799211762,1.214416931619473,2.0038994447937912,0.30739151603451564,0.3149061601879362,0,0.499597234141168,-3.695982590881684,40.505312504708655
1035,Transporte,Estaciones de metro,Montepríncipe,007,"Avenida Montepríncipe, s/n",Líneas: ML 3,007,01,6.01329464869381,5.174506880328534,4.377664726113983,1.829673642308251,2.6715405362968223,0.3745675033426472,12.792099688487651,0.48152191833209207,-3.835918323353362,40.397836924104986
1036,Transporte,Estaciones de metro,Núñez de Balboa,079,"Calle Velázquez, 92 (c/v Calle Juan Bravo, 11)","Líneas: 5, 9",079,04,9.667121380265009,0.7075038329108604,1.2172252425828156,0.16682175195467616,0.2591344602667306,0.25519803176822264,0,0.07774591601565436,-3.681044305099052,40.43146000762104
1037,Transporte,Estaciones de metro,Noviciado,079,"Calle San Bernardo, 45 (Junto al Mº de Justicia)","Líneas: 2, 3, 10",079,01,8.265627139423849,0.906666210643965,0.9132506636362048,0.6513668651181607,8.866863035007169,0,17.800024402874307,5.7212074830775865,-3.707448161763752,40.42484218557064
1038,Transporte,Estaciones de metro,Nueva Numancia,079,"Avenida Albufera, 54",Líneas: 1,079,13,9.70746124244758,1.126318120656161,1.066567382092647,1.68896096498534,11.519379860045593,0,9.99860920331697,11.413616678690406,-3.6643114073030074,40.395723639604995
1039,Transporte,Estaciones de metro,Nuevo Mundo,022,"Avenida Nuevo Mundo, 5",Líneas: ML 3,022,01,10.18526590178513,9.436533511574536,7.651804753945746,3.6281212538558583,5.977140833506152,0.1233625408805035,9.771513656418946,0.274757391798485,-3.885689583598926,40.405705370648526
1040,Transporte,Estaciones de metro,Nuevos Ministerios,079,Entrada Corte Inglés,"Líneas: 6, 8, 10 - Renfe",079,06,10.17339466238081,0.0228188955895906,0.00148012433858675,0.7115023728707625,0.080174797891114,9.978327452616325e-4,0,0.21083027132825108,-3.6924022641855783,40.44621527799525
1041,Transporte,Estaciones de metro,O'Donnell,079,"Calle Dr. Esquerdo, 42 (Semiesq. Calle O'Donnell)",Líneas: 6,079,04,9.172413468947584,0.5992288733013755,1.848760746146096,0.15544942948771703,0.28007864275533795,0.3308576987820022,0,0.14988887288982217,-3.669008273809351,40.42264049836603
1042,Transporte,Estaciones de metro,Opañel,079,"Calle Portalegre, 73 (Semiesq. Calle Oporto, 32)",Líneas: 6,079,11,4.664804773797823,0.5843755754643148,2.05056240938571,1.876886219347879,0.3104097207613533,0.22587047468550767,0,0.1205398836866204,-3.7234491765229354,40.38615289603256
1043,Transporte,Estaciones de metro,Oporto,079,"Glorieta Valle de Oro, 2","Líneas: 5, 6",079,11,4.179207666135242,1.2171497883385007,1.5670811116761132,1.1774244946513008,0.20155074576963145,0,0.10830344160757976,0.33616702960072997,-3.730656741955242,40.3891729596502
1044,Transporte,Estaciones de metro,Pío XII,079,"Avenida Pío XII, 4 (Centro Comercial)",Líneas: 9,079,05,8.773912579071835,0.969213102856182,1.037357577639137,0.3975024737239138,0.3979726176598842,0.03618606937691609,0,0.4989035166886536,-3.6757504205265144,40.463819920174736
1045,Transporte,Estaciones de metro,Pacífico,079,"Calle Dr. Esquerdo, 186 (Semiesq. Avenida Ciudad de Barcelona)","Líneas: 1, 6",079,03,9.070102872187714,0.6902113187392208,0.6892472665209121,0.6249369803722435,9.77797375425526,0,12.1742458537118,0.3181329810851791,-3.674966050142848,40.40167870503351
1046,Transporte,Estaciones de metro,Paco de Lucía,079,"Calle Costa Brava, 18",Líneas: 9 - Renfe,079,08,12.406186611543008,3.815825125879623,0.02438925574438872,0.9341001595065146,7.101386736102249,1.023746924358766,8.999654451642838,1.5508191276359629,-3.7091700632087425,40.49962224621392
1047,Transporte,Estaciones de metro,Palas de Rey,079,"Calle Palas de Rey, s/n (frente a nº 20)",Líneas: ML 1,079,08,9.349946133970484,4.005693441957888,1.5393390433292329,1.477097650978934,0.1387373532287468,0.35341353089441074,0.3644684236605572,0.6302019186744178,-3.6650635049275553,40.50549507173369
1048,Transporte,Estaciones de metro,Palos de la Frontera,079,"Calle Palos de la Frontera, 42",Líneas: 3,079,02,7.722526517918021,0.7102245607803703,0.28818873827954633,1.43364355958907,2.670843239007808,0,1.553829570125392,1.283884427823966,-3.694184721520894,40.40307852387376
